AID	CLUSTER2	GSW5	GSW12345	GSW1345	GSW145
91714043	269	898.782409668	2626.595947266	1357.387084961	767.171447754
91714046	269	996.7488403321	1402.489868165	1222.098144532	1165.118408204
91714099	268	822.417175293	1003.660827637	1060.077514649	788.184020997
91714128	261	942.3435668946	1335.801025391	1142.34350586	1104.230957032
91714144	269	656.5593872071	1848.845703125	1697.125854493	1190.251708985
91714237	267	1333.083984375	1554.265014649	1961.244018555	1422.478881836
91714326	261	555.5935058594	661.93939209	547.744934082	485.876983643
91714332	267	1155.6387939454	1156.944458008	1470.522460938	1248.493164063
91714338	267	617.2904663086	590.603149415	708.41192627	681.111389161
91714938	267	1922.3248291016	 	2069.265869142	1960.461669922
91714987	263	444.0899963379	362.817474365	483.807373047	384.277465821
91715064	224	3327.599609375	 	 	 
91715124	221	300.0951538086	 	409.885406494	360.76928711
91715280	223	964.5867309571	1458.350830079	1599.743408204	1133.159057618
91715282	223	1228.4426269532	 	 	495.425415039
91715892	228	486.3834533692	675.693603516	588.851989747	572.018859864
91715920	221	1430.23828125	2528.793701172	2064.404296875	1723.541870118
91715921	221	338.3852844239	 	363.198730469	278.90435791
91715927	221	797.5673217774	753.091918946	936.321899415	677.315612793
91715930	227	3808.1708984375	 	 	 
91715952	222	323.6623535157	560.311828614	477.345336914	425.799438477
91715958	222	250.12840271	1058.068115235	469.54675293	398.128845215
91715983	223	1157.3111572266	1481.697631836	1643.518432618	1152.013671875
91715984	223	320.3344421387	462.135314942	431.699127198	303.766723633
91715991	228	85.2393951417	 	171.840927124	119.960983276
91716018	275	769.8394775391	1268.243041993	1040.209594727	999.51348877
91716080	273	1370.75	1606.758544922	1470.67175293	1210.210327149
91716082	273	3162.8269042969	 	 	 
91716098	278	210.6812133791	 	 	262.698608399
91716116	275	863.1220092774	1193.721923829	996.006225586	942.749816895
91716136	277	931.1563720704	1455.806762696	1349.223754883	1323.718994141
91716158	272	420.1251525879	661.874816895	524.682373047	513.075195313
91716161	274	489.6639099122	1147.342163086	1061.04296875	929.047363282
91716275	280	96.2259902955	110.478263855	108.430343628	108.01802063
91716281	273	374.6139526368	824.521606446	855.833740235	946.67150879
91716288	273	1889.6632080079	2141.026367189	1803.116088868	1540.630493165
91716321	271	545.9556884766	914.859802247	693.838562012	662.139404297
91716396	278	183.9928741457	 	 	 
91716890	278	114.0484237671	223.941970825	189.873733521	157.469299317
91716902	276	866.671081543	1620.121948243	1207.896484375	1217.63269043
91716903	276	1090.9521484375	1287.265747071	1273.609497071	857.120483399
91716908	276	719.4606323243	1160.880493165	1135.129028321	1212.266967774
91716952	272	874.1321411133	1010.300354004	1307.647827149	889.923400879
91716957	272	1756.3394775391	 	 	 
91717169	294	818.7940673829	961.853881836	732.905395508	736.109375
91717853	292	1159.3834228516	1605.253417969	1956.86682129	1285.704833985
91717858	292	881.9832153321	 	 	1147.800903321
91717865	294	446.832977295	585.287658692	671.420959473	577.433959961
91717910	295	694.348022461	838.940734864	896.678833008	666.318115235
91717912	295	1524.1912841797	 	 	1575.661499024
91717918	295	1088.9053955079	1411.588867188	1511.9296875	1440.35913086
91718001	256	438.9866638184	 	462.186553955	412.737792969
91718003	256	808.7673339844	 	 	 
91718025	251	459.9681701661	1184.096679688	649.625793458	551.143615723
91718085	253	605.4094848633	1803.953613282	1971.286499024	1318.283813477
91718105	256	412.194885254	 	 	450.635131836
91718142	259	2997.0278320313	4213.882324219	3651.473388672	3863.118896485
91718174	260	1415.137084961	2200.617919922	1767.149658204	1685.349365235
91718209	256	666.9447021485	 	 	835.051147461
91718218	255	1855.4185791016	 	 	 
91718287	253	62.8227767945	78.621231079	77.273368836	73.100044251
91718294	258	614.2962036133	1264.286621094	1578.614013672	1427.00378418
91718302	256	194.8305969239	 	242.216415405	222.792694092
91718320	251	687.2684936524	1432.736694336	1803.252929688	1260.975341797
91718379	260	1279.3608398438	1683.950317383	1672.347900391	1512.431762696
91718844	259	144.9737091065	144.868148804	218.631912232	181.493865967
91718886	253	907.1873168946	 	 	 
91718916	255	1707.8627929688	3977.51538086	3089.936767579	2866.272216797
91718949	259	90.8029022217	73.327407837	82.440162659	86.607315064
91718960	254	341.753112793	1781.747192383	597.726928711	518.64642334
91718969	254	182.677017212	 	362.44329834	288.72241211
91719273	210	1953.1960449219	4567.983398438	2741.435791016	2745.455810547
91719375	210	596.117553711	797.895812989	1030.266845704	695.025390625
91719930	207	791.1981201172	 	990.16381836	1021.511962891
91719934	207	241.9511108399	355.734283448	419.522521973	382.445404053
91719936	207	785.2900390625	 	 	 
91719937	207	495.6355895997	727.458068848	692.726074219	579.527160645
92316359	472	433.8028564454	740.014282227	512.68536377	481.379638672
92374970	470	768.7485351563	 	 	889.897521973
92374975	470	268.6618041993	283.162414551	328.751251221	314.494598389
92374979	470	518.1182861329	2003.015014649	1530.115356446	907.249145508
92500037	147	1429.0927734375	 	 	1491.680419922
92500081	143	623.1451416016	1813.068359375	1193.83947754	846.809997559
92500086	143	872.9323120118	 	 	 
92500119	145	1406.0751953125	2163.084472657	2281.588378907	1933.707885743
92500175	150	1050.5482177735	 	 	 
92500184	143	232.3150787354	406.896209717	324.68157959	226.573745728
92500219	145	448.4660339356	1560.756103516	838.545593262	667.264404297
92500386	143	372.9075927736	 	 	 
92500618	145	1026.7702636719	4939.027832032	1792.014648438	1532.223266602
92500739	147	755.5465087891	 	 	1049.721923829
92500914	145	1455.1481933594	1486.096069336	1200.390747071	1126.128173829
92500951	142	374.2426452637	 	 	523.629882813
92500970	150	745.3543701172	 	1010.21459961	814.193420411
92500984	143	822.1994018555	 	 	829.840576172
92501253	132	2075.1821289063	 	 	 
92503233	187	1013.0892944336	 	 	 
92504085	163	932.0514526368	1084.570434572	938.767089844	962.850463868
92504100	166	220.0994110108	359.95904541	264.366668701	249.189804077
92504229	161	370.9458007813	491.979919434	443.01461792	404.704772949
92504284	163	949.4721069336	1613.099853516	1729.053222657	1337.875976563
92504321	161	147.2768554688	 	174.834838867	135.268768311
92504421	161	825.7058105469	1038.142944336	925.596313477	940.833007813
92504722	161	1256.490234375	5060.578125	1674.5703125	1885.066772461
92504827	161	721.3074951172	4414.235839844	984.868347168	937.533203125
92504901	166	1001.473815918	709.758056641	876.255615235	796.780639649
92506889	173	918.4110107422	 	 	692.269653321
92506942	179	152.4115753174	 	245.497161865	254.127090454
92506951	172	675.5697631836	1210.435546875	864.444091797	747.658325196
92506966	174	323.7850341797	355.910125733	368.591583252	175.053497315
92506993	178	32.5592231751	 	32.871303558	35.498287201
92507858	192	1389.9822998047	4447.236816407	1780.410522461	1583.40979004
92507952	192	781.0166625977	1371.131225586	977.808898926	1080.189575197
92507983	193	816.0189819336	2630.131347657	1137.923583985	971.036437989
92508223	151	1268.264038086	 	1740.991455079	1711.477539063
92508625	151	605.1068725586	547.223144532	721.307617188	743.11682129
92508726	151	652.2849121094	1252.221801758	923.034973145	966.987060547
92508934	157	731.2015991211	1649.526367188	1148.346557618	983.08959961
92508975	160	3576.0202636719	 	 	 
92540351	142	390.5951843262	 	1558.578125	979.503295899
92540654	142	486.7062988282	727.21850586	554.802917481	561.066833497
92544906	166	1235.5534667969	 	 	 
92546073	180	704.5119628907	902.888671875	1051.907226563	726.014892579
92546995	178	20.6806259155	29.085456848	22.679412842	22.710374832
92570084	143	77.9827423096	331.632781983	90.639778137	72.720970154
92570086	143	709.4093017579	 	 	867.235534668
92570188	143	1142.8609619141	 	 	 
92570236	147	502.8364257813	1640.928344727	676.04071045	628.090759278
92570282	143	637.4100341797	 	 	650.721801758
92570396	148	1199.7348632813	 	1893.264404297	1880.305908204
92570577	150	1373.5310058594	 	 	1290.9375
92570676	150	986.4461059571	1065.717163086	948.73614502	913.465576172
92570678	150	1018.1961059571	3707.685302735	2231.166259766	1769.504882813
92570698	148	458.0380859375	 	1195.8671875	1163.474609375
92570821	141	810.0446166993	 	 	 
92570856	142	348.1382141114	 	 	750.862731934
92570975	150	906.6076660157	 	1437.027587891	1461.561401368
92570978	150	510.3997192383	 	540.696105957	450.526184082
92571001	136	922.1680297852	 	 	 
92571003	136	209.8163909913	 	 	347.970123291
92571017	135	190.3230743409	234.657180786	260.614410401	213.057601929
92571019	135	200.1062469483	582.685791016	307.022949219	233.185470581
92571069	134	917.8763427735	 	 	 
92571106	136	321.7524108887	 	 	349.920562744
92571175	140	347.2035522461	 	 	918.060852051
92571200	136	666.9050903321	 	 	1078.911743165
92571208	136	152.7548217774	 	196.609115601	176.411987305
92571311	135	249.0301971436	 	329.021331787	297.605987549
92571476	140	319.9147033693	 	550.965698243	477.196136475
92571664	134	402.8631896973	749.219116211	530.235595703	469.653472901
92571709	136	910.3305664063	 	 	 
92571801	136	720.359741211	1382.067382813	1106.041015625	950.673217774
92571819	135	535.1758422852	 	 	581.773559571
92572061	114	831.0827636719	2563.337646485	1466.211181641	898.842285157
92572101	116	954.4613647461	 	2252.71484375	1718.919921875
92572106	116	817.7488403321	 	 	 
92572108	116	366.9103393555	520.695922852	493.080291748	439.880645752
92572119	115	454.2185974122	659.391296387	675.457763672	530.552856446
92572168	114	426.962677002	643.424682618	554.150146485	533.58380127
92572169	114	456.4833068848	816.867431641	696.401245118	723.628173829
92572171	120	1053.08984375	 	 	1654.56237793
92572203	116	341.1185302736	683.061523438	667.437011719	434.944824219
92572209	116	316.8580322266	 	305.874847412	303.988555908
92572223	111	1078.9737548829	 	 	 
92572226	111	57.2788772584	76.808547974	90.59111023	79.595443726
92572242	119	367.7299194336	 	 	479.415588379
92572260	114	431.9026489258	 	557.833190918	524.508361817
92572283	113	174.0498199463	485.723205567	318.939910889	306.313201905
92572290	118	308.7005310059	1009.739440918	663.646362305	554.497619629
92572292	118	493.3247070313	 	627.848876954	524.606384278
92572300	116	890.3230590821	1134.86682129	1014.507019043	927.08972168
92572317	115	1344.1486816407	2132.174804689	1989.008789063	1582.497314454
92572321	111	289.3924255372	385.889984131	379.224273682	339.056060791
92572345	119	425.1968078614	933.43536377	564.596252442	624.752441407
92572348	119	931.6407470704	 	980.476745606	1019.851867676
92572383	113	19.0144557953	 	26.907997131	34.534881592
92572388	113	412.4846191407	 	 	 
92572408	116	266.5813293458	324.153076172	338.574676514	318.234222412
92572468	114	721.2549438477	 	 	 
92572665	114	945.2668457032	985.564086915	1121.940917969	1078.733764649
92572669	114	2016.4647216797	3691.744873047	2916.037841797	1817.631103516
92572842	119	1328.5548095704	1389.10546875	1094.628295899	1243.440307618
92572864	114	406.6738586426	 	453.689178467	431.609924317
92572919	115	777.8352661133	1593.276123047	1436.096679688	950.828796387
92572983	113	413.051727295	736.052368165	420.149169922	391.5418396
92572986	113	352.2627868653	557.341918946	336.31628418	321.849578858
92573010	185	912.9595336915	1005.398010254	848.269775391	757.23400879
92573096	188	568.5338134766	831.510375977	470.999725342	620.708618165
92573118	185	293.820892334	 	 	 
92573136	187	325.2152099611	617.469360352	603.91583252	561.393737793
92573194	188	540.7619628907	 	 	423.531341553
92573497	188	821.3168945313	1127.725708008	897.153198243	820.313903809
92573499	188	538.5292358399	 	 	 
92573690	188	2823.4619140625	 	4389.961425783	3558.990234375
92573691	188	537.7354125977	 	627.864624024	517.627136231
92573697	188	1273.8671875	3008.409667969	2172.254150392	1571.619995118
92573816	185	220.8983001709	655.685729981	427.371551514	353.886138916
92573818	185	311.8060607911	387.644561768	315.610168457	259.214660645
92573831	187	691.0731811524	 	 	 
92573916	185	366.5834350586	541.873779297	379.776153565	367.109008789
92573917	185	907.3617553711	1514.861450196	1163.861938477	1058.158935547
92573943	189	774.9947509766	851.183776856	1749.360839844	1624.993286133
92573956	182	979.3662719727	 	 	 
92573958	182	674.3576660157	 	686.375244141	720.04473877
92574018	165	1092.1301269532	1571.283569336	1552.499389649	1365.518554688
92574090	168	434.55758667	 	 	331.876373291
92574200	166	401.7872924805	528.645874024	487.726074219	432.887207032
92574302	166	637.865600586	864.18334961	1263.346313477	972.559143067
92574314	165	489.5628356934	795.033203125	1124.994995118	893.112854004
92574316	165	1623.115600586	 	 	1767.934936524
92574614	165	582.8709106446	712.460754395	972.392150879	901.852661133
92574701	166	75.9515304566	66.612861633	85.697036743	76.935920715
92574739	167	652.0027465821	598.889221192	467.759979248	474.774139405
92574808	166	506.3542480469	554.807128907	655.578613282	518.362854004
92574810	165	253.7924346924	280.383331299	184.535995484	173.500823975
92575015	125	395.45501709	 	 	479.522949219
92575023	121	636.0924072266	2039.197998047	1622.685180665	944.775146485
92575033	127	373.6549987793	1057.033935547	710.66973877	666.280944825
92575154	122	836.3146362305	 	 	 
92575180	123	524.0537109375	737.85345459	517.290649414	565.080383301
92575201	126	184.3053588868	598.174377442	448.869506836	283.818115235
92575213	125	690.8024902344	 	686.937805176	692.347839356
92575217	125	540.8856201172	 	1688.799926758	973.089660645
92575222	121	457.8139343262	 	602.378051758	580.203674317
92575237	127	894.0922851563	 	 	 
92575240	129	486.2157592774	569.793334961	601.15625	581.27520752
92575246	129	782.3126831055	 	923.750427247	840.132324219
92575263	124	598.216796875	 	912.389404297	630.908508301
92575292	128	2041.9263916016	 	2227.862792969	2014.20703125
92575297	128	247.5934143067	 	390.972259522	372.968200684
92575324	121	548.173034668	1836.996582032	1679.88256836	1127.567138672
92575326	121	169.9151458741	718.090209961	293.094970703	196.629898071
92575350	122	460.8252563477	 	 	501.179870606
92575364	124	952.688659668	 	 	 
92575373	130	352.201751709	435.282897949	538.476074219	381.685333252
92575395	128	944.0308837891	 	 	1071.231079102
92575400	126	237.9379119874	553.756408692	367.60534668	293.592224121
92575420	121	2412.9831542969	 	 	2548.471923829
92575421	121	1715.158569336	2317.318359375	2200.821533204	1747.78503418
92575434	127	693.0947875977	 	1209.070800782	989.496032715
92575627	121	979.711303711	 	 	758.763183594
92575771	130	519.2654418946	 	659.407592774	459.2578125
92575868	124	357.450744629	878.617919922	762.785278321	561.898925782
92575935	127	380.1698303223	1637.222778321	579.531738282	538.153564453
92575939	127	286.2432250977	 	 	526.709594727
92575951	122	808.1220092774	 	1064.796997072	1081.721191408
92575959	122	602.1826171875	994.892883301	770.879821778	727.266723633
92575971	130	270.0674743653	663.890441895	547.552246094	420.67163086
92575974	130	452.1875915528	 	568.575012208	482.002807617
92575990	128	960.0241699219	2324.697753907	1267.20690918	1138.884521485
92575992	128	873.0861816407	 	 	1513.338012696
92575995	128	500.1673583985	945.320373536	921.873657227	761.632995606
92575999	128	407.665008545	626.964294434	826.5078125	841.945922852
92576033	177	389.915802002	1570.395019532	871.13671875	896.912109375
92576037	177	1125.3308105469	 	 	 
92576040	179	600.7188110352	 	749.28289795	776.19329834
92576182	173	1108.2416992188	 	1946.233398438	1749.024291993
92576248	179	254.906906128	362.408355713	291.663085938	274.317718506
92576288	173	863.8225708008	 	1263.197509766	1150.71850586
92576312	175	546.1781616211	947.662170411	905.086547852	612.701049805
92576328	171	418.6060180665	 	591.372497559	446.808990479
92576472	180	73.1854400635	 	114.367012024	116.531555176
92576476	180	833.8568725586	 	 	1122.854614258
92576493	178	50.4741096497	92.310806274	80.628692627	84.795684815
92576504	176	259.3881835938	655.211364747	475.083587647	402.427978516
92576531	177	449.2689208985	 	446.161895752	482.355712891
92576533	177	200.3951721192	208.252319336	142.897018433	145.089950562
92576606	176	712.1181640625	 	 	 
92576611	175	209.5032958985	340.285461426	304.051696778	257.775604248
92576693	178	47.4129562378	67.440460205	56.645961762	48.07264328
92576694	178	22.8224582672	 	32.52861023	31.459009171
92576774	180	795.3345947266	 	 	1145.34741211
92576865	174	445.3287353516	 	 	499.273986817
92576937	177	288.7199707032	 	454.566650391	424.159210205
92576939	177	500.0938720704	 	 	615.582641602
92576950	172	1063.3479003907	1005.357971192	821.975219727	1161.268798829
92576984	173	825.0764160157	1329.712402344	1195.471679688	828.572631836
92577013	195	2530.4194335938	 	3396.516601563	2912.483886719
92577112	195	588.4916992188	 	1408.672241211	969.493347168
92577127	191	195.2100067139	210.175354004	193.714981079	196.183776856
92577129	191	365.9455566407	711.675720215	580.643127442	564.491577149
92577160	194	965.2893676758	 	 	1349.466308594
92577217	195	796.4361572266	959.264892579	1362.354614258	1099.221069336
92577326	191	172.5282745362	 	169.551818848	163.084136963
92577368	194	819.4392089844	1248.116699219	843.610351563	984.767211915
92577514	195	930.1484375	1506.656494141	1329.479736329	1273.584228516
92577582	193	1073.7889404297	 	 	 
92577617	195	697.255859375	 	 	887.897827149
92577787	193	1821.755859375	 	 	 
92577864	194	865.685119629	 	1145.446166993	918.683776856
92577917	195	892.7459716797	991.570434571	737.964294434	984.965698243
92577918	195	642.9864501954	1014.670593262	898.791381836	831.672729493
92577920	191	159.9681091309	316.297576905	222.148666382	214.100769043
92577929	191	211.0156707764	212.839920044	222.36756897	233.407318115
92577982	193	1336.3395996094	1880.36303711	2355.780517579	1594.82775879
92577987	193	524.3344726563	 	 	502.229156494
92578034	157	660.8994750977	2315.168945313	929.361755372	620.924987793
92578042	159	1376.8315429688	 	 	1553.350585938
92578108	156	526.8418579102	 	 	711.205505372
92578161	154	664.707397461	1219.870239258	918.366271973	790.033081055
92578227	151	1094.3385009766	 	 	 
92578283	153	181.4787902833	 	 	 
92578387	153	1308.8442382813	 	 	621.299194336
92578411	155	760.8829345704	 	1066.529663086	1050.093872072
92578423	151	613.8167114258	 	 	993.679016114
92578428	151	68.8668518067	 	83.711853027	76.382270813
92578515	155	532.1472778321	732.192138672	640.312744141	541.824829102
92578586	153	244.6304931641	 	 	 
92578667	154	174.9204406739	 	 	503.828826905
92578846	159	1520.4835205079	 	2099.923339844	1617.190673829
92578860	154	579.745666504	2593.08178711	963.571166993	812.945556641
92578889	153	240.8420562745	 	 	 
92578899	158	477.1370239258	878.810729981	626.906921387	586.856506348
92578902	156	1761.2336425782	 	 	1149.731445313
92578907	156	527.9639282227	2207.591796875	678.145751954	569.676696778
92578935	157	346.4584045411	1170.328979493	819.981506348	639.114501954
92579175	110	1696.6557617188	1890.472900391	1536.875244141	1643.455566407
92579179	110	1092.2301025391	1297.13635254	1207.313110352	1228.95666504
92579232	107	654.1082153321	 	795.861755372	638.123229981
92579235	107	452.8861083985	 	554.486633301	571.301452637
92579238	107	808.9251708985	1511.442260743	1231.850341797	989.37854004
92579261	104	427.8753662111	885.334045411	995.26928711	713.738647461
92579268	104	858.9799804688	 	 	 
92579290	108	1156.1098632813	 	 	 
92579292	108	262.4630432129	393.596069336	341.441040039	309.081817627
92579297	108	311.6982421875	1901.584472657	775.549194336	542.496887207
92579299	108	464.765197754	 	 	467.85458374
92579335	107	533.2564697266	779.319396973	784.680908204	599.266296387
92579371	110	1044.5946044922	 	 	1646.272460938
92579376	110	1012.6441650391	5212.311523438	1818.387695313	1515.505493165
92579937	107	989.2001953125	1017.005981446	968.048400879	984.830200196
92579962	104	604.2731933594	 	869.568237305	569.786437989
92579963	104	606.9629516602	820.54284668	984.63470459	716.716857911
92579970	110	1160.0262451172	1665.902709961	1933.097900391	1317.714355469
92579979	110	1424.3764648438	 	1483.380859375	1564.471435547
92579982	103	523.3414916993	684.556091309	586.743530274	587.643005372
92579984	103	567.994506836	1243.961914063	884.006286622	771.48614502
92579985	103	1455.8981933594	 	 	 
92579987	103	273.6172790528	661.616271973	554.430175782	503.120666504
92579991	108	752.9910278321	 	 	 
92579992	108	575.081604004	 	963.40979004	710.832153321
92579993	108	384.2961730958	960.253051758	1116.41772461	660.992553711
92579994	108	285.7707824708	412.118682862	316.778411865	316.473632813
92579996	108	984.5764770508	1380.419677735	1089.22998047	1024.793823243
92579998	108	357.5481567383	 	553.162109375	416.980255127
92608078	360	443.7648925782	1006.355773926	784.237609864	842.617919922
92608972	360	991.3500366211	1439.106567383	1291.442871094	1107.36682129
92614170	370	992.6962280274	 	1579.06225586	1469.622192383
92614372	370	559.3699951172	878.934814454	993.088989258	1045.901123047
92619168	304	2189.0056152344	1816.310424805	1894.675048829	1794.751708985
92619265	304	802.0691528321	868.407043458	640.812622071	658.956970215
92619368	304	1564.6461181641	2282.715332032	1746.461059571	1575.866210938
92619869	304	777.0691528321	1036.102050783	776.204528809	766.205749512
92624977	370	644.2935791016	1604.561523438	1954.283935547	1081.431030274
92676153	372	332.9502258301	458.506591797	495.333343506	411.486999512
92676356	372	464.120666504	489.358673096	552.59161377	491.316802979
92676457	372	525.0017700196	 	 	576.21258545
92676556	372	387.5021667481	2449.029296875	596.894836426	541.30065918
92678179	360	898.1182861329	1094.538085938	767.33166504	795.295104981
92678476	360	1475.5471191407	1660.121215821	1679.360351563	1409.608032227
92710091	248	789.0315551758	1268.46459961	1596.288330079	957.597778321
92710098	248	1394.9458007813	2176.4140625	1757.485473633	1574.44116211
92710191	248	422.1685180665	870.223388672	957.140869141	721.568237305
92710199	248	713.7752075196	1367.686401368	1450.254516602	984.557617188
92710253	242	1986.8775634766	 	 	 
92710291	248	1645.3757324219	1008.082336426	1100.855834961	964.628051758
92710392	248	1303.8634033204	 	 	651.260437012
92710398	248	2099.900390625	2789.777587891	3106.690917969	2560.237304688
92710581	243	497.3339538575	1074.423217774	830.070129395	709.877197266
92710999	248	641.5688476563	1154.23803711	694.110046387	681.342468262
92711067	234	822.6459350586	1490.084350586	1168.782714844	1071.166503908
92711076	240	1158.3248291016	 	 	1439.504882813
92711969	234	131.3514251709	 	 	201.518615723
92711974	240	2368.7319335938	 	 	 
92712044	219	3422.1994628907	 	 	 
92712217	215	853.5703125	1243.600708008	1871.739135743	1440.508056641
92712242	219	1546.083984375	1760.01940918	2265.245361329	1358.855834961
92712346	219	1363.4948730469	 	 	 
92712374	220	3781.4301757813	 	 	 
92712391	218	332.9940185547	678.466186524	449.658752442	416.150115967
92712396	218	874.2452392579	 	 	 
92712993	218	1861.2115478516	 	 	 
92712996	218	822.108947754	1802.953979493	1235.875366211	949.925598145
92713198	288	1411.939819336	2419.96484375	1729.012695313	1441.899780274
92713293	288	1240.2182617188	1606.658081055	1403.483398438	1114.839355469
92713391	288	1254.6424560547	1591.672729493	1393.277465821	1301.905761719
92713399	288	508.4685668946	566.882019043	538.232116699	463.860626221
92713936	287	1447.7947998047	 	2115.430664064	1768.599487305
92714112	265	2246.3220214844	3015.421386719	3229.950683594	2711.112060547
92714124	261	1038.947631836	 	 	 
92714199	268	1274.088256836	1235.049560547	1377.315063477	1351.9765625
92714212	265	3134.9399414063	 	 	4181.483886719
92714249	269	743.8499145508	 	 	1009.383117676
92714330	267	1293.699584961	1318.111328125	1634.815551758	1455.058959961
92714880	263	820.458190918	1292.397216797	1246.99182129	1084.723632813
92714895	268	475.1947631836	 	788.893737793	585.151733399
92714917	265	2507.1398925782	3246.604736329	3215.875	3033.083740235
92714927	261	1727.5133056641	1826.130493165	1901.366577149	1798.55065918
92714932	267	454.8329467774	 	552.166870118	532.780822754
92714942	269	628.5825195313	 	1687.556640625	1168.071533204
92714984	263	567.6118774415	 	 	 
92715259	222	277.4495239258	390.64654541	381.423095703	333.565002442
92715399	228	1303.0948486329	888.065551758	917.260986329	773.090576172
92715896	228	517.408569336	1355.942871094	1248.479980469	1307.00769043
92715931	227	1719.1828613282	1917.60119629	1534.935546875	1677.662719727
92715935	227	1304.3271484375	 	 	 
92715953	222	269.2078552247	 	313.336364746	282.588378907
92715984	223	1250.1267089844	2782.7578125	2606.44140625	1587.512329102
92715985	223	1477.9959716797	 	 	1894.735229493
92715998	228	443.889038086	674.189331055	1087.21484375	948.356628418
92716069	274	581.9400634766	 	 	994.166992188
92716164	274	957.6531372071	 	 	1806.277954102
92716167	274	612.8790283204	1257.883911133	1084.844970704	957.533203125
92716288	273	1482.4848632813	 	 	 
92716332	277	958.3612670899	755.53302002	723.828857422	1069.654052735
92716333	277	1653.1575927735	1804.126708985	1886.256225586	1510.591308594
92716339	277	1369.703125	 	 	1526.468261719
92716353	272	812.694519043	953.025573731	759.008789063	948.488647461
92716883	273	1693.8470458985	3182.820556641	2382.428955079	2068.195800782
92716897	278	38.6792526245	192.244415283	139.898239136	111.69190979
92716901	276	738.2943115235	880.629272461	807.118774415	763.16192627
92716902	276	976.2622070313	1517.803588868	1180.670776368	1009.729370118
92716909	276	1037.7019042969	 	 	 
92716976	280	106.4614868165	140.106323242	129.819046021	121.589309692
92716985	273	874.6763305665	1176.574462891	858.199523926	842.154479981
92717166	294	710.9392700196	669.387023926	929.660400391	951.540161133
92717265	294	473.0003356934	804.803894043	557.768615723	593.297363282
92717911	295	1890.2670898438	2055.946777344	1931.877929688	1483.060546875
92717912	295	991.4252319336	1843.160888672	1732.130249024	1112.558105469
92717915	295	508.4516906739	477.570434571	451.697540283	452.793365479
92717916	295	1035.1129150391	2595.770019532	1928.307373047	1490.622436524
92717918	295	556.8195800782	901.454040528	956.598144532	818.244384766
92718027	251	477.4740295411	1012.245788575	569.791870118	562.005249024
92718100	256	301.4806518555	675.956726075	495.627716065	407.046020508
92718114	255	902.4810791016	 	 	1065.365722658
92718126	251	1343.0108642579	3748.878173829	2661.744140625	1775.084228516
92718190	258	566.3253173829	994.471862793	825.985534668	716.957397461
92718265	254	793.4219360352	1364.880126954	1134.848876954	866.946289063
92718269	254	756.0424194336	1931.83581543	1636.207275391	1273.083129883
92718307	256	733.5364990235	1468.711669922	1181.455444336	984.305236817
92718324	251	210.1443481446	 	438.144958496	302.267303467
92718344	259	172.4652404786	289.518554688	183.932693482	161.848800659
92718370	260	662.8460083008	430.706420899	453.238403321	416.196655274
92718374	260	2247.4453125	 	 	 
92718906	256	213.2268829347	 	 	325.031066895
92718922	251	3343.3286132813	2794.059814454	3004.956054688	2558.254882813
92718925	251	1010.5592041016	2399.406738282	1550.752929688	1423.045166016
92718945	259	122.9660720826	 	 	132.559005737
92718978	260	1472.8541259766	1673.280639649	1755.448486329	1712.682006836
92719277	210	3116.328125	 	3638.144042969	3395.614501954
92719934	207	444.0751953125	1005.3883667	898.010681153	752.571777344
92719936	207	711.8485107422	 	 	 
92719939	207	1330.3709716797	 	 	1505.793090821
92719970	210	2908.5646972657	 	 	3108.48413086
92719971	210	3328.0305175782	2042.610473633	1361.112304688	1403.953735352
92719979	210	2487.625	2826.074707032	3018.628417969	2704.768798829
93316251	472	1320.291015625	 	 	 
93316956	472	1873.2037353516	2057.738525392	2067.10913086	2016.985839844
93374970	470	973.9110107422	 	 	1014.090881348
93374973	470	358.2253112793	327.074798584	276.645172119	280.518890381
93374975	470	1117.2261962891	999.357910157	688.562866211	707.026123047
93374978	470	641.9778442383	877.924011231	820.069396973	852.888732911
93500252	142	459.4983825684	 	 	491.104309082
93500376	150	244.7803192139	 	 	2446.521972657
93500378	150	68.1583938599	 	 	 
93500385	143	780.8466186524	1441.350708008	1649.047241211	1228.896972657
93500517	145	973.4191894532	781.161560059	773.025878907	828.572143555
93500915	145	310.4934082032	811.890625	612.559692383	312.945465088
93500972	150	1627.2603759766	 	 	 
93500977	150	1722.166015625	 	 	 
93503136	187	473.918334961	846.213500977	848.410217286	780.822509766
93503507	186	1204.5490722657	1388.885986329	1535.019897461	1461.45678711
93504001	166	79.6929626466	75.701164246	105.056678772	87.526779175
93504281	163	1136.7003173829	1726.36303711	1322.406616211	1465.284667969
93504600	166	571.8485107422	1104.977905274	946.149658204	795.110900879
93504704	166	79.2035980225	 	 	89.155570984
93504823	161	701.1708374024	1233.727905274	962.36114502	838.680236817
93504990	168	894.5847778321	 	994.832580567	919.393981934
93506053	172	559.3545532227	1249.565307618	1721.16796875	794.263183594
93506147	179	313.3441467286	565.381835938	364.248779297	439.183898926
93506150	172	669.2986450196	1857.220825196	997.776489258	976.098327637
93506226	171	1103.3072509766	 	1572.379760743	1776.691650391
93506242	179	336.8929748536	431.311431885	412.90600586	386.306854248
93506273	180	628.3901367188	 	1690.623413086	904.927978516
93506290	178	21.4962711334	34.934463501	31.124183655	26.239488602
