AID	PTWGT3	PTWGT3_2
91715983	7814.388666444	7565.237576053
91715984	3341.478429966	3271.511985999
91715991	 	1221.291615905
91716018	6729.3346673	6194.622058714
91716080	9089.946926561	8559.133973248
91716082	10115.488788005	9207.617652774
91716092	7320.106118299	6844.549819767
91716096	5293.773732058	4664.404044938
91716158	3716.04854925	3658.015793182
91716275	653.529032242	601.363057324
91716281	7278.885278998	6862.270990477
91716288	7322.439749871	6740.59908383
91716321	6029.112581919	6070.764390355
91716484	7278.885278998	6862.270990477
91716890	5659.382883882	5068.662059894
91716902	5560.295768933	5136.933955131
91716903	5756.997534939	5203.738890262
91716908	5337.20693054	4878.831024647
91716924	6572.53995585	6538.85637689
91716957	5891.743140422	5932.445935034
91717055	1605.989362657	1110.008552472
91717067	8876.122048639	8650.346194291
91717169	6845.655989475	4734.994099383
91717862	7414.497833359	7497.560132094
91717865	7414.497833359	7497.560132094
91717910	8534.727883476	8782.253932658
91717916	7914.45510287	7315.053830003
91717918	8534.727883476	8782.253932658
91718004	5498.554249849	5004.443761047
91718073	7079.37777691	6533.579345554
91718077	7679.695672009	6358.369504199
91718080	6695.106100849	7041.689189526
91718081	1239.205613646	1256.948121433
91718085	6223.786918868	6579.657711189
91718109	1816.350740251	1653.130023385
91718142	6753.360576018	6400.114112501
91718174	6791.707661464	5675.98726586
91718195	11336.159773253	10363.516577434
91718287	1450.531922805	1479.964119316
91718294	11192.334672517	10381.112363333
91718320	6111.533791518	5400.712514094
91718368	15947.740744284	15848.024876094
91718379	8070.81799504	7546.402643265
91718844	6753.360576018	6400.114112501
91718886	1175.977483755	1243.218859731
91718916	8436.787189952	8243.088811432
91718949	7116.979195707	6833.28931096
91719273	20653.573644314	20624.393500997
91719375	8111.402949108	8085.332786996
91719930	 	2077.376443348
91719932	2120.102938804	2101.377210852
91719934	2095.888288149	2077.376443348
91719936	2714.988764083	2667.130954512
92316359	5235.557543135	4888.036547201
92316856	5221.713325496	5074.978090084
92374975	3311.194753723	3126.272899801
92374978	3842.539450367	3547.62178917
92374979	3311.194753723	3126.272899801
92500081	5694.357064266	5588.589373135
92500086	1400.714635297	1345.658905725
92500175	7532.10014216	7227.378467282
92500184	1456.455323191	1327.69694134
92500219	6455.914213515	5924.17886907
92500386	1316.089324422	1248.262859534
92500618	8725.044864993	8101.72598088
92500914	8158.162753781	7631.335740862
92501253	 	10042.285752926
92503208	5203.092212317	4839.905236522
92504085	9179.03887758	8319.849698315
92504100	1511.639846931	1498.977474336
92504229	9730.884949123	8362.126702808
92504284	9039.047798345	8049.397616055
92504321	 	2570.86851993
92504421	9271.295649124	8109.282300552
92504722	9271.295649124	8109.282300552
92504827	9271.295649124	8109.282300552
92506022	 	6011.311735813
92506287	5686.61200123	6048.715696028
92506687	6192.793815919	5967.185567215
92506844	2839.070413084	2919.299731089
92506942	 	2895.775282467
92506951	6764.852507386	5837.273277505
92506993	 	7389.658766378
92506995	776.123699978	705.692913641
92507858	5692.319762448	5029.216252028
92507952	7319.242545448	6362.610195275
92508530	 	830.700405388
92508625	5470.677766624	5188.739077761
92508726	6961.105669469	6879.196069049
92508934	6564.369062142	4781.845256359
92540117	6592.822374654	5923.724446855
92540351	 	5922.521662801
92540559	6283.841371535	6322.397072415
92540654	6643.020901186	6508.629802916
92543208	5725.192325146	5321.153214116
92544906	 	4998.110426574
92546073	5191.29047491	4632.743443445
92546995	6379.343334054	6247.045258158
92570084	1354.036784987	1290.767984848
92570188	1370.167365704	1295.486908068
92570236	7064.486635111	5910.263834156
92570284	6701.487836808	6255.212010572
92570396	 	8317.062779578
92570411	 	5911.532925113
92570629	1099.886540302	1033.597473561
92570676	10028.903528684	10533.029407611
92570678	11037.115734387	9961.326115532
92570698	 	8317.700800156
92570975	 	7271.311720229
92570978	 	7059.32179918
92571001	 	3711.004841533
92571017	3223.52496895	2987.567577068
92571019	3272.421695473	2970.397506987
92571052	12269.16775207	10042.285752926
92571208	 	2634.877843814
92571270	2883.481378636	2865.042598173
92571271	11514.598689736	11316.762280436
92571311	 	2970.397506987
92571476	 	2677.255410329
92571664	6056.410099075	5517.326173874
92571801	2959.126462991	2666.288022288
92571867	 	12889.856593371
92572061	4188.559833818	3968.241498084
92572101	 	10755.715533638
92572104	11597.767555935	10709.51240381
92572106	6011.421988903	5603.479112431
92572108	6719.427205078	5864.942474715
92572119	5675.089472223	5285.277494581
92572162	4605.013192643	4659.220881615
92572168	4743.490037349	4687.331924729
92572169	5807.675644786	5731.859639295
92572203	7684.984272196	6953.218287996
92572209	 	5631.182516196
92572217	6074.063861525	5576.874037159
92572219	5528.627082169	5187.481455977
92572226	1730.925755223	1553.812547506
92572260	 	4687.331924729
92572267	 	7713.327359925
92572283	1103.804344055	996.484308866
92572290	4269.126726002	4159.708472109
92572292	 	2648.209450046
92572298	5325.510683483	4887.888053263
92572300	5988.301695828	5336.746360491
92572314	4388.027485378	4113.601427251
92572317	5528.627082169	5187.481455977
92572321	3185.495672004	2826.756271734
92572323	4945.932288508	4613.70909335
92572345	5901.805119354	4658.233994197
92572348	 	5502.37151381
92572382	1103.804344055	996.484308866
92572383	 	695.079491501
92572390	3847.604124731	4107.389238606
92572408	5941.889126031	5142.901870811
92572444	 	6291.731279636
92572468	5367.143457664	5191.800119963
92572648	8411.026940418	7352.002637923
92572665	4743.490037349	4687.331924729
92572669	5976.91675425	6057.560753568
92572802	7684.984272196	6953.218287996
92572803	6354.627078941	5403.7616745
92572842	6071.974812909	4816.853485397
92572864	 	4650.398032463
92572906	 	6506.367078809
92572916	5035.574859781	4808.19640523
92572918	5384.149883438	4972.381245792
92572919	5997.135459293	5364.50877379
92572924	2414.049707635	2164.81050074
92572963	4892.442289161	4735.122972394
92572983	1837.513721161	1684.971037701
92572986	1868.213677932	1635.200061899
92572989	 	2241.578415118
92573010	5738.697145708	5334.203284416
92573096	5803.737485066	4710.16093337
92573118	 	2797.27442608
92573136	6240.56662952	6312.98499454
92573232	1066.195486765	947.965788922
92573311	 	3791.337599462
92573316	4653.099496511	3851.083877111
92573531	5088.444357227	4773.183982426
92573691	 	6303.615253835
92573697	8052.065750944	6809.562496886
92573818	4001.480733503	3592.249829309
92573831	 	5757.323605525
92573916	3067.299751263	2733.193492663
92573917	5738.697145708	5334.203284416
92573943	5135.305011828	5845.825824249
92573945	3863.87599596	4448.20806596
92573958	 	3389.576064897
92573959	 	5628.605391705
92574010	 	3275.762163994
92574018	6429.267086507	5949.57595249
92574200	1157.438314972	939.41830088
92574314	3585.835504828	3174.356694022
92574614	5727.087065528	4773.339957669
92574701	1581.211121225	1156.869137632
92574703	8522.526192405	7103.247001423
92574739	7100.782961923	6342.248550735
92574794	 	1846.06264556
92574808	7765.751490433	5899.819534375
92575023	7564.398201984	7455.337417615
92575033	4408.62975256	3804.361881097
92575095	6743.017170786	6104.156181303
92575121	8309.113436703	7668.046865025
92575180	8218.056861138	7501.809224728
92575213	 	7030.189421416
92575217	 	7030.189421416
92575222	 	3357.458630974
92575231	 	3780.513556476
92575240	1149.820881475	1003.910817167
92575244	1171.316755765	1022.678898403
92575246	 	2463.353680773
92575248	1899.233495705	1625.580398018
92575249	1241.544226288	1052.442023101
92575263	 	5845.735070393
92575297	 	5699.920608633
92575324	3431.945577464	3357.458630974
92575373	1293.61840379	835.348573279
92575381	5053.552837544	4238.418304897
92575400	5021.50648502	4379.52226075
92575421	5813.049014786	5796.759187223
92575434	 	7631.107435713
92575526	2865.955333568	2944.267261026
92575771	 	6715.656395275
92575807	3707.178755592	3555.994933115
92575868	6152.683116038	5298.651123572
92575900	3365.250019105	3159.974580528
92575941	2005.152402817	1734.544443436
92575944	1370.849624336	1115.76290678
92575951	 	7226.305836466
92575959	3964.375709042	3254.906000866
92575971	1763.940474785	1513.67945199
92575974	 	7272.551520579
92575990	2341.61924017	2048.212946881
92575995	7039.928391557	6567.049144967
92575999	4391.416452035	4426.629247648
92576033	4768.147320584	4356.988348371
92576037	4377.457807568	4384.631712676
92576182	 	11476.147929274
92576248	2951.514814901	2934.775795971
92576312	5901.632329781	5365.558391074
92576328	 	3662.13136719
92576472	 	1096.984466246
92576499	594.69437999	538.218139531
92576504	5194.889131802	4795.004764565
92576516	5901.632329781	5365.558391074
92576531	 	4645.35617325
92576533	4377.457807568	4384.631712676
92576555	8316.3677013	7121.890593613
92576556	6081.018811764	5293.078002173
92576606	 	3325.17544451
92576611	3825.684649682	3518.553388651
92576693	696.74297586	625.450280501
92576694	 	6571.754384999
92576937	 	4537.601383023
92576950	7130.075400014	6196.961882958
92576984	6795.412214736	6516.414573563
92577013	 	18972.038623753
92577065	 	7777.716916518
92577112	 	7486.520945783
92577127	2297.344613288	3122.561706442
92577129	2663.628259878	3390.076087164
92577161	6309.662740018	7289.133014449
92577217	7827.78918299	7989.061018879
92577326	 	2173.005936
92577368	6072.408311306	7110.278287988
92577514	8531.398441577	8018.782104565
92577581	7513.544441656	7543.61996436
92577787	 	8252.789406928
92577917	5796.165926766	5979.743766616
92577918	6992.765261333	6626.874047284
92577920	1188.272231271	1577.415652772
92577929	2297.344613288	3122.561706442
92578034	5909.22783095	4468.344953524
92578067	7197.395796276	6852.452975988
92578161	6460.449575129	5572.430109985
92578283	1452.432654513	1488.04041481
92578310	11773.404707383	11534.388473781
92578411	 	4814.330484185
92578428	 	1348.344452561
92578517	 	3452.020803144
92578562	8165.629202121	7823.752014675
92578580	5350.343742061	4807.225127035
92578615	6193.651779388	4386.233599494
92578684	1082.409112923	981.937516281
92578722	 	1748.193533808
92578846	 	6196.940741352
92578930	6510.540032489	5326.860484472
92578935	4926.288584846	3737.546141726
92578995	 	5377.066250251
92579171	 	4569.697623328
92579175	14105.500447001	13161.305671521
92579232	 	5488.440158643
92579235	 	5929.155289662
92579238	7570.09290042	7546.34402396
92579261	3928.892063572	4054.611933483
92579267	 	4834.429590814
92579268	3468.536941086	3766.560087424
92579292	5751.782907133	5467.525464107
92579297	6702.652943744	5614.578495542
92579335	4536.79279057	4389.932173048
92579376	10346.071123354	9454.630267317
92579935	 	5920.592048512
92579937	11186.113254599	10178.570044516
92579942	3304.233085865	2424.572126962
92579943	 	3861.2618517
92579949	 	3462.269050722
92579960	3492.977094225	3479.683314264
92579962	 	4378.111657377
92579963	3928.892063572	4054.611933483
92579965	3417.383877045	3535.201893193
92579968	4226.421882255	4339.331660243
92579970	15426.792459779	14239.704238395
92579984	9841.582701746	9111.620993371
92579991	5356.458106141	4714.770877046
92579992	 	5471.330297466
92579993	4708.21496999	3938.106132416
92579994	5373.479096915	4725.617018889
92579998	 	5615.009202476
92606325	6292.784708911	5938.167718079
92608078	6958.410832011	6715.451541461
92608972	6709.43777801	6341.76135468
92614372	5144.38661737	4475.494750087
92614975	 	6776.3887232
92619165	10542.433381844	9938.895706728
92619168	10723.754984518	10369.216186473
92619265	6425.339220374	6369.19182277
92619366	9278.757997359	8801.50335909
92619368	8205.033194606	8047.857084616
92619869	6425.339220374	6369.19182277
92624977	6306.990003448	5262.120368947
92676153	3497.294023104	3203.111685357
92676351	3497.294023104	3203.111685357
92676356	3698.040955035	3327.102183856
92676421	544.040258655	537.63162909
92676556	3968.153207937	3603.964956225
92678179	6043.857920985	6166.975100206
92710091	8644.636183532	8207.019203096
92710191	9502.293207122	9061.527543316
92710199	9487.587318985	8906.605765551
92710291	9502.293207122	9061.527543316
92710398	9487.587318985	8906.605765551
92710581	8328.15823702	8096.327746854
92710916	 	7695.704303854
92710936	8251.940259296	7921.546343303
92710999	8644.636183532	8207.019203096
92711067	10550.187095915	9833.945130901
92711974	7438.566209668	6856.712728981
92712044	8430.553663349	7689.244166377
92712148	13667.01892296	12322.995325074
92712217	4714.807320696	3572.060898028
92712242	7868.273236643	7174.707533334
92712374	10906.408221997	10059.615200493
92712391	3225.803932101	3133.005528128
92712919	9021.467521667	7741.38386813
92712993	5233.504742833	5099.358599606
92712996	3984.852987914	3887.494252448
92712998	3704.329031715	3632.42126241
92713132	9391.24345088	8585.474148266
92713191	6867.790391867	6723.409032046
92713198	7787.766195849	7589.674086057
92713293	7267.684955952	7100.131419631
92713391	5513.217847154	5328.272750521
92713399	7144.455748395	6827.601269363
92713936	 	9188.356469364
92714112	20475.735623826	19420.322417689
92714199	9729.209626823	10155.346346938
92714330	8409.569302251	9693.58856509
92714880	10852.271119751	8941.688389388
92714895	 	1953.423707087
92714917	17867.916252244	16343.514081985
92714927	9559.039189698	9328.251188979
92714932	 	4396.590538065
92715121	1860.398396285	1792.131617034
92715259	4127.552525405	3848.771256735
92715321	2001.283915299	1917.977254715
92715357	3852.263117835	3591.225337626
92715399	5301.342681968	4942.743678
92715896	6802.073544951	6123.235310542
92715931	10878.592004252	8800.904861093
92715935	11115.32978292	9160.473105078
92715936	9011.032730855	7092.648862315
92715953	 	2114.259804271
92715984	5924.081824355	5825.928571211
92715998	6007.654229121	5469.238086929
92716167	4286.194911136	4032.749523872
92716288	9089.946926561	8559.133973248
92716313	6660.987411336	6272.015031698
92716332	5904.857199829	5521.243683941
92716333	6902.365660809	6309.568953638
92716353	4347.500803373	4288.224905287
92716360	4286.194911136	4032.749523872
92716390	7034.34966947	6482.008186798
92716883	7322.439749871	6740.59908383
92716901	4981.956889816	4664.037190457
92716902	4981.956889816	4664.037190457
92716903	5617.669821361	5252.713588894
92716909	5756.997534939	5203.738890262
92716936	6113.74821705	5593.046500441
92716971	683.025660001	637.688392657
92716976	653.529032242	601.363057324
92716985	7278.885278998	6862.270990477
92717166	2845.688165904	1958.224400131
92717265	7414.497833359	7497.560132094
92717368	8496.523984997	8169.460482949
92717862	1999.630333558	1433.107478701
92717866	5418.279543269	3863.325214608
92717911	9216.353186093	9512.48544249
92717912	8317.53348516	8681.839181986
92717915	8317.53348516	8681.839181986
92717916	8534.727883476	8782.253932658
92717917	 	9512.48544249
92717918	9216.353186093	9512.48544249
92718027	7296.700118547	6223.040916316
92718115	4686.703227094	5215.143152292
92718126	9048.661047933	8125.19921771
92718265	4765.396553595	4837.196656866
92718307	1816.350740251	1653.130023385
92718324	 	1434.951869564
92718344	6753.360576018	6400.114112501
92718370	7913.30773628	7211.840350662
92718374	8164.564936225	7559.914491518
92718390	5791.057457432	5354.036709377
92718925	5318.736732533	4532.772671422
92718978	7407.305088258	6805.405898547
92719971	8111.402949108	8085.332786996
92719975	13617.109194272	13556.647905459
92719979	15834.837005818	15991.22950773
93316052	5235.557543135	4888.036547201
93316251	5235.557543135	4888.036547201
93316956	6183.066627936	5765.552307951
93374973	3979.818176468	3715.550008285
93374975	3240.671810151	3003.559895541
93374978	3058.19781745	2826.95618086
93500385	11661.122393184	11215.222919696
93500514	8607.462224299	8347.685798403
93500815	 	7380.189281246
93500915	7777.167887104	6929.424069794
93500977	 	9961.326115532
93503030	5088.444357227	4773.183982426
93503136	5749.051083228	5581.193599795
93503507	8088.51691694	8360.171907225
93504001	1191.60915344	905.29275501
93504281	8277.961122247	7725.575711609
93504404	1275.382552363	955.239089455
93504600	6328.400540916	4869.830426903
93504605	1712.105782214	1716.957822678
93504823	8059.594565988	7591.92707842
93504990	 	6542.768242747
93506053	2300.707043234	2389.221342349
93506129	4107.431872715	3635.619473324
93506147	2171.771763411	2149.19180699
93506150	8194.667818548	6849.889345779
93506226	 	6540.871027943
93506242	2457.842680242	2434.809382111
93506265	3821.762262451	3537.762752224
93506273	 	5500.622783866
93506290	6379.343334054	6247.045258158
93506340	 	2895.775282467
93506345	2215.850808218	2256.169258502
93506487	7900.746747675	7165.135938567
93506573	5154.633958614	4772.860462891
93506722	6589.323669417	5699.426109367
93506930	5201.839321404	4833.901173922
93507312	6673.238235615	6511.568287948
93508287	5179.936397817	4943.425806489
93508463	5920.930309039	5722.856128148
93508623	 	7480.739999967
93540151	7450.634286634	6596.181574483
93540315	6592.822374654	5923.724446855
93544901	7765.751490433	5899.819534375
93544923	8146.997775993	7271.547778524
93546224	6571.899731236	5917.399011195
93548877	23476.774546328	22625.423234755
93570097	7633.60902639	6270.964416988
93570194	 	7157.803900786
93570223	3061.560195777	3140.839391589
93570226	2471.101027781	2383.295657863
93570292	8298.050004214	6483.486943171
93570295	6746.454190771	5655.187735719
93570335	6111.546988273	5455.825111373
93570396	 	5927.111636653
93570426	6793.322914829	6706.169636366
93570432	7537.580057553	6386.417948036
93570521	1151.745324488	1175.335143115
93570581	 	1575.297464
93570695	6943.487217716	5735.904099919
93570696	 	4851.043249985
93570721	3400.026475227	3498.613519995
93570787	7712.682540357	6913.25312736
93570929	3281.742808491	3217.645267455
93570939	6723.909926723	5716.076684781
93571010	3223.52496895	2987.567577068
93571016	3862.896436321	3705.263176677
93571060	9464.868667605	8625.756861288
93571114	3231.572435054	2770.511032196
93571153	 	17169.568852069
93571216	3223.52496895	2987.567577068
93571301	3488.708196818	3139.595224778
93571452	12269.16775207	10042.285752926
93571469	 	5633.632217891
93571474	6029.248114968	6650.310602832
93571475	 	4640.217963328
93571506	4492.343792057	3599.700428808
93571707	2999.802573027	2634.877843814
93571769	 	5517.326173874
93571806	2823.13481048	2453.749163589
93571857	13478.935019646	11837.598291642
93571862	6231.799440158	5633.632217891
93571911	 	4100.201616305
93572076	6238.765093796	5656.171125296
93572102	6278.062177194	5558.283773684
93572118	5165.479663229	4916.244980638
93572140	6071.974812909	4816.853485397
93572164	5367.143457664	5191.800119963
93572169	5367.143457664	5191.800119963
93572200	 	6285.286912063
93572225	3951.869710085	3701.829769873
93572227	3185.495672004	2826.756271734
93572276	7675.118849529	7313.153622416
93572283	1646.691631381	1432.194107058
93572284	1609.417644091	1266.38508592
93572287	2509.567864952	2323.353285748
93572290	2276.798949478	2455.122293247
93572322	 	2908.319859406
93572342	7884.512638485	6505.474626551
93572346	4694.001618812	3962.078858946
93572365	4188.559833818	3968.241498084
93572369	 	5234.88116394
93572371	 	5237.936010748
93572376	5256.746946591	4908.352318692
93572383	1791.836214646	1371.810486273
93572388	1679.606176173	1355.053213109
93572389	1267.233703215	1128.730498558
93572390	4266.509189819	4556.915344588
93572391	2635.285979309	2648.412600145
93572393	4269.126726002	4159.708472109
93572443	 	1680.563076401
93572448	 	5502.37151381
93572462	 	4687.331924729
93572668	4199.431661512	3985.36134166
93572802	5941.889126031	5142.901870811
93572804	 	6312.402985723
93572910	5997.135459293	5364.50877379
93572941	 	6636.639112468
93572948	 	5502.37151381
93572975	 	2403.840539026
93572977	2170.24425801	2172.426133444
93572988	1971.102948671	1788.69555708
93573039	 	4559.841857753
93573115	3156.126576639	2790.809611893
93573190	7044.518093363	6117.807443584
93573496	9093.085791877	7204.127166722
93573618	3728.743186067	3470.189931307
93573631	1106.967579094	898.385808344
93573639	5088.444357227	4773.183982426
93573694	5698.401668702	4763.28661542
93573699	6493.558317727	5773.491912352
93573916	5943.718060186	5586.700194891
93573945	 	4647.130884702
93573950	6122.270299988	5142.36988601
93573951	5291.687636944	4296.579473875
93573959	5211.123758154	4153.899544899
93573994	8831.110030925	7524.156033055
93574023	3446.199573834	2460.151513998
93574109	1698.093767864	1419.872585465
93574203	 	2061.385509665
93574247	 	4924.681697079
93574300	 	8776.9769738
93574336	4635.592995112	4157.571281545
93574426	7517.758825989	6630.987084605
93574434	 	5928.064572531
93574520	6551.303635139	6333.177946811
93574605	5988.916141339	4453.61783282
93574688	 	8567.793579527
93574791	8810.627124161	7772.083102887
93574818	2467.40479668	1719.938758902
93574885	 	9533.282640466
93574917	 	5197.869726372
93575016	 	7030.189421416
93575021	 	7670.473766227
93575027	5123.771053882	5077.106184995
93575084	3122.552988626	2563.736851107
93575117	5976.045145157	5641.428209927
93575122	5813.049014786	5796.759187223
93575124	 	7670.473766227
93575154	 	7226.305836466
93575158	 	7297.991904005
93575181	 	3304.783280555
93575184	3391.646600227	3050.717975146
93575232	 	3804.361881097
93575233	 	3980.803689581
93575244	1370.849624336	1115.76290678
93575248	1724.25946934	1476.918642915
93575287	5809.003713206	4693.700683072
93575290	2414.456553071	2433.817019258
93575329	2975.204832722	2926.968381698
93575336	6143.907695286	4887.848197077
93575354	5588.851253494	5556.407676104
93575384	 	5655.498124453
93575385	5496.431488456	5497.045432857
93575389	5412.947340948	4990.197944352
93575395	8597.632029013	7616.511290527
93575398	7651.152310002	6789.506261639
93575400	5111.826821223	4887.010476753
93575403	4022.762078299	3945.183545389
93575407	 	7739.093471678
93575425	5123.771053882	5077.106184995
93575624	 	3262.218477488
93575625	5813.049014786	5796.759187223
93575804	4899.99908212	4908.259547653
93575809	3365.250019105	3159.974580528
93575820	1974.206277544	1914.822177049
93575946	1370.849624336	1115.76290678
93575948	 	2463.54265017
93575964	 	5845.735070393
93575980	8218.056861138	7501.809224728
93575983	 	4012.780542223
93576009	5266.380481487	5239.566104965
93576040	2951.514814901	2934.775795971
93576196	594.69437999	538.218139531
93576206	6619.918704999	6008.434394886
93576251	 	4825.326980675
93576343	3263.362902743	3064.645824427
93576458	6107.301403959	5164.327482944
93576488	 	6516.414573563
93576534	 	5879.834351584
93576538	4238.163513942	3920.223849437
93576574	6187.248507571	5500.622783866
93576638	 	5229.969727991
93576741	2509.071555319	2555.072977441
93576803	5194.889131802	4795.004764565
93576840	2642.807522227	2636.709270079
93576898	6030.617529862	5974.102573105
93576924	6060.53277797	5549.512452811
93577057	 	6162.761735548
93577123	4139.831992469	5505.50255682
93577126	 	6250.257875445
93577151	 	5159.981769611
93577157	6110.697875335	5440.063016742
93577184	6980.398947413	7858.580694888
93577262	 	5024.546753182
93577320	 	2182.380748932
93577321	2518.340108134	2315.499625437
93577658	4043.982088729	3309.908213634
93577922	3299.338504084	4091.074039414
93578019	6853.320501978	5129.400134269
93578025	 	1745.40004655
93578040	 	7021.098489152
93578082	2036.797628795	1765.87943556
93578116	6837.237739516	6271.391048833
93578142	 	6722.660933045
93578170	 	20773.166688199
93578217	5101.732164587	4532.36850723
93578231	6910.746654099	5600.529960079
93578249	6663.388017893	5933.078957811
93578290	6888.85614956	6317.774795285
93578314	8548.440576969	6393.188663577
93578315	7228.287535496	6337.057653207
93578347	7798.709873052	6643.590166187
93578413	 	7601.012430407
93578435	 	4781.478458401
93578447	7798.709873052	6643.590166187
93578493	5431.729748263	5155.407012407
93578500	2466.020474717	2330.270890411
93578536	6183.177898479	5462.768706398
93578537	3950.369235691	3302.108595224
93578548	5752.732472583	5576.236609479
93578685	 	1330.404430974
93578693	5586.753794761	5080.76086761
93578735	6510.540032489	5326.860484472
93578741	 	9176.207991504
93578861	5356.62673954	5093.981361607
93578937	1066.737703796	948.447803001
93579239	9682.969825881	9000.352242985
93579267	 	4091.394230315
93579273	9801.242212769	8881.828879952
93579278	15097.155900927	13887.434287012
93579292	 	5471.330297466
93579293	5203.367837675	4559.667430571
93579298	 	6008.959845701
93579379	9826.682321245	8920.146991681
93579934	5909.069498181	5853.285983577
93579938	8613.685578086	7966.488158214
93579945	5194.697706498	4216.988503682
93579949	4027.616023248	3134.408653736
93579961	4796.801982835	5054.378254743
93579963	3468.536941086	3766.560087424
93579966	 	3826.664236666
93579982	9473.831260797	8504.508215564
93579988	11991.867499921	10684.327034827
93579993	5451.546560186	4998.334088748
93579994	4581.744940391	3952.720269624
93579999	4581.744940391	3952.720269624
93593001	11004.619926208	10376.405485196
93606129	5212.27826733	4739.873452237
93606726	5212.27826733	4739.873452237
93608178	5463.491770062	5353.10090525
93614072	 	8319.833865239
93614271	6483.165301403	5467.716057121
93614974	6463.500621453	5708.805393394
93614977	1301.857006262	1255.598172763
93619164	10723.754984518	10369.216186473
93619267	10571.720010491	10253.290950528
93619360	10571.720010491	10253.290950528
93619361	8205.033194606	8047.857084616
93619466	10723.754984518	10369.216186473
93619861	10723.754984518	10369.216186473
93624272	5144.38661737	4475.494750087
93624972	 	4668.331168992
93636258	 	4796.5019563
93676125	938.163647179	949.187339463
93676351	5179.792109597	4642.566629489
93676754	 	5392.50482066
93678272	 	7452.968181274
93678674	6958.410832011	6715.451541461
93678779	8588.910801378	8050.336701472
93710031	7734.122904383	7391.468103594
93710092	11463.793364486	10918.596497349
93710182	10983.865932515	10379.885866076
93710217	7801.059747622	7672.685445167
93710318	6955.474583533	6647.317306932
93710319	11106.241694875	10495.532447752
93710356	10244.089171762	9917.470303429
93710397	8833.354882043	8466.966940861
93710450	8872.386082414	8686.609067049
93710489	 	1259.187392298
93710587	10384.114243787	9472.65241005
93711876	9584.537024071	8933.852202741
93711961	6088.183131483	5739.018281696
93712210	8462.133309882	7092.714578485
93712270	10138.623615731	9399.566346093
93712272	12373.598449855	11485.512555504
93712292	3704.329031715	3632.42126241
93712295	3984.852987914	3887.494252448
93712347	 	8766.914389665
93712399	3225.803932101	3133.005528128
93712910	4914.508078423	4111.768087429
93713033	1304.787614166	935.123253885
93713294	7787.766195849	7589.674086057
93713335	1342.408173658	919.873873829
93713409	 	4127.968904967
93714021	6733.000770926	5883.777870192
93714082	8280.329059916	7619.429092633
93714087	7385.476116023	6237.645944308
93714092	9729.209626823	10155.346346938
93714111	11505.719906098	12157.86980158
93714126	9559.039189698	9328.251188979
93714190	2135.624710985	1953.423707087
93714234	6005.433269025	5493.079490493
93714236	6020.75993372	5159.409628046
93714292	7487.307939252	7101.377844957
93714387	7943.858357029	6619.309296724
93714398	8842.915598396	8729.087298848
93714890	8078.15486997	7527.223894917
93714896	7242.09574664	6624.235882724
93714941	6626.575084168	6672.354507682
93714984	7943.858357029	6619.309296724
93715257	1680.877380093	1545.38222249
93715269	8655.754142262	9964.759578885
93715362	11800.126910302	13283.894167341
93715922	8142.937672332	7486.537370815
93715932	11115.32978292	9160.473105078
93715933	11115.32978292	9160.473105078
93715937	6388.625468092	5709.038930872
93715953	4420.315471528	4102.171612952
93715982	8263.755976384	8168.490599378
93715990	6013.379409023	5498.896041797
93716058	4198.957907437	4233.173221744
93716092	5859.589968905	5134.579130869
93716159	6100.170232925	6009.59636549
93716196	7300.749795423	7106.317646439
93716260	4856.174408298	4593.302247396
93716333	11987.788564125	10835.738705217
93716352	3716.04854925	3658.015793182
93716424	6805.051007454	6623.893069965
93716669	4437.823914971	4085.194731985
93716905	4981.956889816	4664.037190457
93716911	5434.990214893	5123.913150568
93716915	6729.3346673	6194.622058714
93716921	3975.248889251	3913.168356335
93716927	3975.248889251	3913.168356335
93716970	613.709315732	559.466333003
93716975	683.025660001	637.688392657
93716976	534.974986766	474.675777945
93716993	6742.781903512	6678.23325328
93717162	 	9352.181763015
93717265	 	6566.756991204
93717464	2119.859946357	1564.822873095
93717868	4852.841520016	3559.585141649
93717869	8706.911528125	8320.762647358
93717958	8307.739993715	8064.889886037
93717967	7898.38936637	7633.431725848
93718017	5362.830675414	5761.454748706
93718046	6222.277970456	5889.557461319
93718100	5498.554249849	5004.443761047
93718123	 	1319.834105025
93718129	6111.533791518	5400.712514094
93718173	10976.047664055	10148.132414959
93718273	8070.81799504	7546.402643265
93718280	7292.161816696	7402.0326707
93718312	10094.05034014	9687.08703125
93718316	2273.308043806	2554.178068453
93718326	14849.754770313	14216.311902369
93718368	5990.724902515	6427.63584365
93718377	8791.703739165	8321.890146536
93718943	7116.979195707	6833.28931096
93718944	8681.232676561	8242.011708523
93719930	 	3922.58386864
93719938	2144.042092024	2203.564480831
93719971	7781.796549176	7024.058867588
93719972	15834.837005818	15991.22950773
94316255	6209.773876905	5825.874785509
94500172	6879.957502494	6799.002628301
94500212	7615.665317524	6929.955641487
94500284	1441.102139701	1391.480504902
94500619	 	7380.189281246
94500878	7375.686709281	7227.932895726
94500925	3871.370180965	3764.007817324
94501957	13478.935019646	11837.598291642
94503030	 	994.027888699
94503036	5807.335714167	5757.323605525
94503334	5714.663533327	5315.767849689
94503834	5196.353095938	4772.817848843
94503902	5203.092212317	4839.905236522
94503909	8088.51691694	8360.171907225
94504082	8826.238010891	8362.826646248
