AID	AH_RAW	PVTPCT3	PVTSTD3C	PVTSTD3L	PVTPCT1C	PVTPCT1L	PVTSTD1
57100270	1	0	8	10	14	13	83
57101310	61	20	87	90	15	14	86
57103869	58	13	83	86	10	9	82
57104676	996	996	996	996	25	 	89
57109625	86	98	120	121	18	17	86
57111071	76	68	107	109	80	79	113
57111786	77	71	108	110	56	55	102
57113943	58	13	83	86	23	22	88
57117542	66	33	94	96	31	29	92
57117997	65	30	93	95	21	20	88
57118381	75	63	106	107	49	48	97
57118943	74	56	104	106	89	88	119
57120005	79	79	111	113	93	93	120
57120046	61	20	87	90	40	39	97
57120371	63	25	90	92	7	7	78
57121404	84	94	118	119	92	91	122
57121476	61	20	87	90	27	26	89
57123494	56	10	81	83	0	0	57
57127241	76	68	107	109	10	10	83
57129567	73	50	103	105	32	31	91
57131432	62	23	89	91	28	27	91
57131909	74	56	104	106	 	 	 
57133772	79	79	111	113	74	73	110
57134967	58	13	83	86	19	18	87
57134970	50	3	73	75	2	2	65
57135078	70	39	99	101	46	45	98
57136630	 	 	 	 	90	 	120
57138056	75	63	106	107	96	95	124
57139880	85	96	119	120	82	81	114
57141051	87	100	122	123	34	32	93
57141800	71	41	100	102	25	24	89
57141919	50	3	73	75	4	4	75
57145151	82	88	115	116	90	89	119
57146734	78	75	110	111	65	64	105
57153160	87	100	122	123	24	23	91
57154247	76	68	107	109	47	45	99
57154249	79	79	111	113	67	66	106
57154779	54	7	78	81	19	18	86
57157723	74	56	104	106	65	64	106
57159952	77	71	108	110	71	70	109
57160648	76	68	107	109	44	43	98
57164981	51	4	74	77	5	4	75
57165081	52	5	75	78	6	5	78
57166450	996	996	996	996	22	 	87
57166463	63	25	90	92	48	47	97
57167951	75	63	106	107	94	93	122
57177419	77	71	108	110	33	32	92
57177942	72	45	102	104	38	37	96
57178110	74	56	104	106	 	 	 
57178982	65	30	93	95	30	29	91
57179591	82	88	115	116	90	90	118
57186150	83	91	116	118	89	88	119
57186582	75	63	106	107	36	34	95
57191424	57	11	82	84	36	34	93
57191909	996	996	996	996	20	 	90
57192841	86	98	120	121	89	88	117
57193349	50	3	73	75	9	8	79
57196641	74	56	104	106	4	4	72
57199320	67	35	95	97	14	13	83
57199896	68	36	96	98	45	44	97
57200870	73	50	103	105	 	 	 
57201771	8	0	17	20	15	14	84
57203993	71	41	100	102	70	69	109
57210612	52	5	75	78	24	23	89
57211108	59	15	85	87	20	19	87
57211375	81	85	114	115	92	91	121
57212347	38	1	57	60	0	0	54
57212679	75	63	106	107	82	81	114
57213037	61	20	87	90	37	36	96
57213527	75	63	106	107	73	72	109
57214806	69	38	98	100	25	24	90
57214893	58	13	83	86	23	22	88
57217465	45	1	66	69	1	1	59
57217613	58	13	83	86	6	5	80
57218874	61	20	87	90	 	 	 
57220133	62	23	89	91	42	41	97
57220955	85	96	119	120	100	100	128
57228523	58	13	83	86	37	35	95
57230940	73	50	103	105	45	44	96
57231300	69	38	98	100	72	71	109
57231603	82	88	115	116	96	95	125
57232895	83	91	116	118	95	94	121
57233403	74	56	104	106	98	97	124
57234514	62	23	89	91	19	18	87
57235039	83	91	116	118	78	76	111
57239363	63	25	90	92	29	28	91
57239974	76	68	107	109	87	87	117
57241075	65	30	93	95	 	 	 
57242812	58	13	83	86	17	16	86
57242885	83	91	116	118	88	87	117
57244606	73	50	103	105	82	81	114
57245293	58	13	83	86	21	20	86
57245315	53	6	77	79	6	5	79
57245379	84	94	118	119	96	95	124
57248884	75	63	106	107	37	35	95
57249576	64	28	91	93	32	31	93
57251197	72	45	102	104	71	70	108
57253279	50	3	73	75	6	5	79
57256290	74	56	104	106	67	66	107
57260813	77	71	108	110	84	83	115
57262270	67	35	95	97	38	37	94
57263479	56	10	81	83	27	26	89
57263513	74	56	104	106	70	69	108
57265490	65	30	93	95	33	32	92
57272274	64	28	91	93	22	21	87
57275298	996	996	996	996	6	 	79
57275660	81	85	114	115	83	83	115
57277289	62	23	89	91	11	10	84
57277290	75	63	106	107	81	80	114
57279640	60	17	86	88	34	33	92
57279680	49	3	71	74	5	5	77
88122937	81	85	114	115	94	93	120
88149345	50	3	73	75	5	5	76
88191219	86	98	120	121	94	93	124
88191364	78	75	110	111	78	76	111
88202138	56	10	81	83	17	16	85
88249047	70	39	99	101	14	13	85
88251811	76	68	107	109	76	75	111
88268811	55	8	79	82	16	15	84
90316053	65	30	93	95	56	54	101
90316656	61	20	87	90	28	27	90
90500059	83	91	116	118	54	53	102
90500217	49	3	71	74	1	1	60
90500459	63	25	90	92	9	9	81
90500516	73	50	103	105	 	 	 
90500633	86	98	120	121	78	77	111
90500638	65	30	93	95	34	32	94
90500914	65	30	93	95	53	51	101
90500974	86	98	120	121	86	85	116
90501955	76	68	107	109	84	83	115
90503807	79	79	111	113	57	56	103
90504104	86	98	120	121	92	92	122
90504142	62	23	89	91	13	12	83
90504220	81	85	114	115	86	85	117
90504248	64	28	91	93	5	4	72
90504500	76	68	107	109	59	58	104
90504504	63	25	90	92	90	90	120
90504603	83	91	116	118	86	86	116
90506040	57	11	82	84	11	10	81
90506094	77	71	108	110	 	 	 
90506203	73	50	103	105	21	19	89
90506236	84	94	118	119	90	89	120
90506268	64	28	91	93	34	32	93
90506285	74	56	104	106	39	37	96
90506286	86	98	120	121	100	99	125
90506372	74	56	104	106	39	37	96
90506397	55	8	79	82	20	19	86
90506428	70	39	99	101	17	16	85
90506472	79	79	111	113	17	16	85
90506725	73	50	103	105	69	68	108
90506828	66	33	94	96	36	34	95
90506849	61	20	87	90	41	40	95
90506896	59	15	85	87	6	5	78
90507350	76	68	107	109	77	76	111
90507957	996	996	996	996	6	 	80
90508033	76	68	107	109	84	84	115
90508165	70	39	99	101	12	11	82
90508577	71	41	100	102	78	78	112
90543102	63	25	90	92	36	35	95
90543104	55	8	79	82	34	33	94
90544204	80	82	112	114	84	83	115
90546223	81	85	114	115	71	70	109
90548078	63	25	90	92	22	21	87
90570023	64	28	91	93	38	37	96
90570080	996	996	996	996	68	 	107
90570184	75	63	106	107	28	27	92
90570190	55	8	79	82	59	58	104
90570222	78	75	110	111	28	27	92
90570280	82	88	115	116	67	66	106
90570282	80	82	112	114	86	85	117
90570412	82	88	115	116	79	78	112
90570531	75	63	106	107	40	38	96
90570536	56	10	81	83	17	16	85
90570582	83	91	116	118	76	74	110
90570626	71	41	100	102	43	41	97
90570628	54	7	78	81	3	3	69
90570655	62	23	89	91	31	30	93
90570697	81	85	114	115	80	79	113
90570720	81	85	114	115	75	74	111
90570725	78	75	110	111	75	74	109
90570778	61	20	87	90	27	26	90
90570820	74	56	104	106	63	62	106
90570892	83	91	116	118	89	89	119
90570992	84	94	118	119	82	81	113
90571004	63	25	90	92	5	5	77
90571069	77	71	108	110	79	78	113
90571074	50	3	73	75	 	 	 
90571103	63	25	90	92	48	47	99
90571107	81	85	114	115	56	54	101
90571171	53	6	77	79	13	12	82
90571210	74	56	104	106	97	96	124
90571211	73	50	103	105	82	81	114
90571217	71	41	100	102	10	9	83
90571276	60	17	86	88	9	8	81
90571315	74	56	104	106	71	70	109
90571319	74	56	104	106	65	64	106
90571401	76	68	107	109	63	62	105
90571402	68	36	96	98	12	11	84
90571418	85	96	119	120	93	93	121
90571461	84	94	118	119	64	62	105
90571472	52	5	75	78	6	5	75
90571506	57	11	82	84	38	37	96
90571805	67	35	95	97	60	59	103
90571807	62	23	89	91	63	62	104
90571816	75	63	106	107	36	34	93
90571861	81	85	114	115	77	76	111
90571913	76	68	107	109	84	83	114
90571914	62	23	89	91	6	6	81
90572007	76	68	107	109	50	49	100
90572049	75	63	106	107	56	54	103
90572070	996	996	996	996	57	 	103
90572147	76	68	107	109	51	50	101
90572169	73	50	103	105	70	70	109
90572172	63	25	90	92	61	59	105
90572177	75	63	106	107	64	63	106
90572192	73	50	103	105	47	46	99
90572198	63	25	90	92	21	19	89
90572213	59	15	85	87	31	29	92
90572221	74	56	104	106	72	71	110
90572265	77	71	108	110	80	79	113
90572268	73	50	103	105	56	54	101
90572269	84	94	118	119	44	42	97
90572280	54	7	78	81	10	9	80
90572282	70	39	99	101	40	39	97
90572283	80	82	112	114	95	94	125
90572285	58	13	83	86	15	14	85
90572303	72	45	102	104	75	74	111
90572323	53	6	77	79	9	8	79
90572325	61	20	87	90	17	16	85
90572341	59	15	85	87	6	5	75
90572369	70	39	99	101	56	54	103
90572383	74	56	104	106	54	53	102
90572384	80	82	112	114	34	33	94
90572389	54	7	78	81	28	27	90
90572393	75	63	106	107	16	15	88
90572448	996	996	996	996	22	 	89
90572469	74	56	104	106	87	86	116
90572862	58	13	83	86	16	15	87
90572900	83	91	116	118	92	91	121
90572909	77	71	108	110	82	81	113
90572920	62	23	89	91	6	5	80
90572922	1	0	8	10	53	52	102
90572925	56	10	81	83	19	18	86
90572974	68	36	96	98	31	29	93
90572983	76	68	107	109	 	 	 
90572984	78	75	110	111	35	33	95
90572986	72	45	102	104	37	36	95
90572991	55	8	79	82	8	7	79
90572998	58	13	83	86	15	14	84
90573011	72	45	102	104	64	62	105
90573117	79	79	111	113	60	59	104
90573194	72	45	102	104	65	63	105
90573212	64	28	91	93	48	46	98
90573222	49	3	71	74	 	 	 
90573491	59	15	85	87	57	56	103
90573618	74	56	104	106	47	45	98
90573818	71	41	100	102	48	47	97
90573897	57	11	82	84	38	36	95
90573940	84	94	118	119	41	40	95
90573941	58	13	83	86	38	37	94
90573945	70	39	99	101	59	58	103
90573946	86	98	120	121	100	100	128
90573954	77	71	108	110	11	10	84
90573956	74	56	104	106	33	32	92
90573959	77	71	108	110	76	75	110
90573992	74	56	104	106	49	48	100
90574133	79	79	111	113	31	29	93
90574197	75	63	106	107	79	77	111
90574204	64	28	91	93	34	32	93
90574205	64	28	91	93	62	61	105
90574307	79	79	111	113	84	84	115
90574335	79	79	111	113	42	41	97
90574392	61	20	87	90	8	8	80
90574415	73	50	103	105	76	75	111
90574489	74	56	104	106	69	68	108
90574494	53	6	77	79	 	 	 
90574503	80	82	112	114	69	68	108
90574538	73	50	103	105	55	54	102
90574697	86	98	120	121	93	93	121
90574744	57	11	82	84	4	4	71
90574805	78	75	110	111	89	88	119
90574835	58	13	83	86	19	18	86
90574884	63	25	90	92	31	29	93
90574890	78	75	110	111	19	17	86
90574918	73	50	103	105	36	35	93
90574935	63	25	90	92	25	24	89
90574992	74	56	104	106	74	72	109
90575009	74	56	104	106	53	52	101
90575027	74	56	104	106	 	 	 
90575039	74	56	104	106	37	36	96
90575111	87	100	122	123	90	89	120
90575118	84	94	118	119	78	76	110
90575126	996	996	996	996	0	 	13
90575131	74	56	104	106	68	67	108
90575158	73	50	103	105	37	36	96
90575167	59	15	85	87	18	17	85
90575207	78	75	110	111	51	50	100
90575210	79	79	111	113	54	52	102
90575216	63	25	90	92	8	8	80
90575229	65	30	93	95	14	13	83
90575247	77	71	108	110	 	 	 
90575250	63	25	90	92	31	29	93
90575263	66	33	94	96	33	32	94
90575266	80	82	112	114	71	70	109
90575288	77	71	108	110	 	 	 
90575333	76	68	107	109	76	75	112
90575354	72	45	102	104	32	31	92
90575378	85	96	119	120	100	100	127
90575390	78	75	110	111	87	86	116
90575623	83	91	116	118	80	79	112
90575834	74	56	104	106	80	79	113
90575871	85	96	119	120	93	93	121
90575873	86	98	120	121	100	100	126
90575919	82	88	115	116	75	74	110
90575931	59	15	85	87	97	97	124
90575940	79	79	111	113	58	57	104
90575942	81	85	114	115	63	62	105
90575944	76	68	107	109	68	67	107
90575946	78	75	110	111	56	55	102
90575948	64	28	91	93	49	47	100
90575950	76	68	107	109	98	98	128
90575966	83	91	116	118	91	90	117
90575975	76	68	107	109	99	99	121
90575978	87	100	122	123	100	100	128
90575982	55	8	79	82	11	10	81
90575991	62	23	89	91	29	28	91
90575994	81	85	114	115	98	98	126
90576026	67	35	95	97	6	5	78
90576057	83	91	116	118	46	45	98
90576117	72	45	102	104	60	59	104
90576119	79	79	111	113	98	97	124
90576142	74	56	104	106	23	22	89
90576148	80	82	112	114	39	38	94
90576245	81	85	114	115	76	74	110
90576248	86	98	120	121	82	81	114
90576285	87	100	122	123	87	86	118
90576320	71	41	100	102	25	24	92
90576336	67	35	95	97	34	32	93
90576412	82	88	115	116	85	84	115
90576445	83	91	116	118	90	89	119
90576481	87	100	122	123	29	28	92
90576485	82	88	115	116	71	70	108
90576522	74	56	104	106	61	60	104
90576531	84	94	118	119	91	91	118
90576561	67	35	95	97	80	79	113
90576687	86	98	120	121	88	87	117
90576754	64	28	91	93	23	22	89
90576758	61	20	87	90	15	14	85
90576759	65	30	93	95	45	44	98
90576811	73	50	103	105	84	83	115
90576837	85	96	119	120	87	86	117
90576844	87	100	122	123	66	65	107
90576919	73	50	103	105	67	66	107
90576925	72	45	102	104	10	9	80
90576928	82	88	115	116	13	12	82
90576942	59	15	85	87	39	38	96
90576948	77	71	108	110	62	61	105
90576987	84	94	118	119	29	28	93
90577063	86	98	120	121	95	95	122
90577065	56	10	81	83	13	12	84
90577119	48	2	70	73	 	 	 
90577161	75	63	106	107	87	86	118
90577167	71	41	100	102	34	33	94
90577224	64	28	91	93	65	64	106
90577225	71	41	100	102	63	62	106
90577227	84	94	118	119	98	98	129
90577229	86	98	120	121	100	100	121
90577256	75	63	106	107	80	79	113
90577259	79	79	111	113	34	32	94
90577267	56	10	81	83	8	7	78
90577322	79	79	111	113	91	90	119
90577326	83	91	116	118	99	99	121
90577411	80	82	112	114	89	88	118
90577516	67	35	95	97	 	 	 
90577618	52	5	75	78	21	20	90
90577712	75	63	106	107	35	33	95
90577782	76	68	107	109	 	 	 
90577817	74	56	104	106	 	 	 
90577852	58	13	83	86	72	71	109
90577920	75	63	106	107	65	63	105
90577928	81	85	114	115	85	84	116
90577929	80	82	112	114	67	66	107
90577964	84	94	118	119	100	100	127
90578004	996	996	996	996	22	 	87
90578025	81	85	114	115	81	80	113
90578044	75	63	106	107	69	67	107
90578076	58	13	83	86	16	15	84
90578105	58	13	83	86	3	3	68
90578112	75	63	106	107	54	52	102
90578198	57	11	82	84	18	17	85
90578203	55	8	79	82	10	9	80
90578217	78	75	110	111	48	47	99
90578260	54	7	78	81	19	18	87
90578288	996	996	996	996	0	 	52
90578302	56	10	81	83	26	25	90
90578304	66	33	94	96	62	61	105
90578380	1	0	8	10	7	6	76
90578404	996	996	996	996	9	 	81
90578461	66	33	94	96	63	62	106
90578487	54	7	78	81	16	15	85
90578496	77	71	108	110	72	71	109
90578500	52	5	75	78	17	16	85
90578505	55	8	79	82	22	20	88
90578576	81	85	114	115	96	95	124
90578587	33	1	50	54	5	4	74
90578618	78	75	110	111	55	54	102
90578620	79	79	111	113	79	78	113
90578661	49	3	71	74	15	14	84
90578787	51	4	74	77	13	12	82
90578805	49	3	71	74	13	12	83
90578806	64	28	91	93	48	47	99
90578813	78	75	110	111	56	55	102
90578846	77	71	108	110	82	81	113
90578873	62	23	89	91	 	 	 
90578880	26	1	41	44	7	7	78
90578923	74	56	104	106	94	94	124
90578927	63	25	90	92	36	35	93
90578981	62	23	89	91	24	23	91
90578985	82	88	115	116	81	80	112
90578986	62	23	89	91	 	 	 
90578999	78	75	110	111	72	71	109
90579230	72	45	102	104	43	42	98
90579233	64	28	91	93	31	30	94
90579270	78	75	110	111	81	80	113
90579271	75	63	106	107	68	67	108
90579272	65	30	93	95	76	75	111
90579296	67	35	95	97	28	27	91
90579944	65	30	93	95	 	 	 
90579959	996	996	996	996	3	 	68
90579960	78	75	110	111	70	69	108
90579966	73	50	103	105	9	9	80
90579967	83	91	116	118	77	76	112
90579973	63	25	90	92	9	8	81
90579985	85	96	119	120	79	78	113
90579990	64	28	91	93	18	17	88
90579992	996	996	996	996	90	 	118
90579993	81	85	114	115	75	73	109
90606629	70	39	99	101	42	40	97
90606920	84	94	118	119	72	71	108
90608976	65	30	93	95	41	39	96
90614172	85	96	119	120	43	42	98
90614371	71	41	100	102	 	 	 
90614876	84	94	118	119	79	77	111
90614978	58	13	83	86	41	40	97
90619168	79	79	111	113	87	86	116
90619260	78	75	110	111	73	72	110
90619265	84	94	118	119	94	93	118
90619360	64	28	91	93	75	73	109
90619464	79	79	111	113	 	 	 
90619861	81	85	114	115	95	94	121
90619961	85	96	119	120	100	100	127
90636252	81	85	114	115	80	79	113
90646128	79	79	111	113	71	70	107
90676053	79	79	111	113	55	54	102
90676321	72	45	102	104	31	29	93
90676422	82	88	115	116	 	 	 
90676458	50	3	73	75	6	5	77
90676627	53	6	77	79	23	22	91
90676725	60	17	86	88	44	42	98
90676829	63	25	90	92	65	64	107
90676953	74	56	104	106	38	37	96
90678178	84	94	118	119	85	85	116
90678378	74	56	104	106	15	14	87
90678671	75	63	106	107	84	84	115
90710085	75	63	106	107	6	6	82
90710194	77	71	108	110	41	39	95
90710218	58	13	83	86	6	5	80
90710297	69	38	98	100	52	51	99
90710316	51	4	74	77	4	4	73
90710319	84	94	118	119	87	87	117
90710386	64	28	91	93	30	29	91
90710874	74	56	104	106	79	78	113
90710930	53	6	77	79	23	22	88
90710935	83	91	116	118	90	90	118
90711360	64	28	91	93	63	62	105
90712140	65	30	93	95	6	5	79
90712211	64	28	91	93	72	71	109
90712216	71	41	100	102	34	33	92
90712290	56	10	81	83	10	9	82
90712914	62	23	89	91	33	32	92
90712942	66	33	94	96	52	51	99
90712997	54	7	78	81	22	21	87
90713391	63	25	90	92	10	10	83
90713395	996	996	996	996	78	 	112
90713702	71	41	100	102	20	19	87
90713909	56	10	81	83	25	24	89
90713930	84	94	118	119	100	100	134
90713998	58	13	83	86	100	100	128
90714016	56	10	81	83	41	40	95
90714018	55	8	79	82	1	1	60
90714022	56	10	81	83	27	26	89
90714025	64	28	91	93	36	35	93
90714212	47	2	69	72	6	5	79
90714232	58	13	83	86	53	51	99
90714233	58	13	83	86	4	3	71
90714236	58	13	83	86	37	36	93
90714237	79	79	111	113	54	53	100
90714238	53	6	77	79	15	15	85
90714245	62	23	89	91	15	14	85
90714328	76	68	107	109	52	51	99
90714390	78	75	110	111	60	59	103
90714918	74	56	104	106	62	61	104
90714942	62	23	89	91	45	43	96
90715191	64	28	91	93	29	29	91
90715198	63	25	90	92	38	37	94
90715266	996	996	996	996	62	 	104
90715267	73	50	103	105	54	53	100
90715294	63	25	90	92	41	40	95
90715353	65	30	93	95	26	25	89
90715983	64	28	91	93	61	60	104
90715987	68	36	96	98	44	42	96
90715988	64	28	91	93	73	72	110
90715993	75	63	106	107	29	27	90
90716050	74	56	104	106	81	81	114
90716064	63	25	90	92	6	5	80
90716091	64	28	91	93	12	11	82
90716258	65	30	93	95	85	84	116
90716290	64	28	91	93	25	24	89
90716352	72	45	102	104	36	34	93
90716390	55	8	79	82	5	5	78
90716951	80	82	112	114	59	58	103
90716952	65	30	93	95	62	60	103
90716969	85	96	119	120	93	93	121
90716973	64	28	91	93	56	55	102
90716975	84	94	118	119	91	91	119
90716976	73	50	103	105	81	81	114
90716978	78	75	110	111	94	94	124
90716979	76	68	107	109	54	53	100
90716990	56	10	81	83	13	13	83
90716994	77	71	108	110	71	70	109
90717150	76	68	107	109	99	99	131
90717158	58	13	83	86	83	82	115
90717167	81	85	114	115	51	50	100
90717362	73	50	103	105	41	39	95
90718024	61	20	87	90	98	98	127
90718081	57	11	82	84	10	10	83
90718089	73	50	103	105	30	29	91
90718113	76	68	107	109	62	60	103
90718115	64	28	91	93	43	42	96
90718147	80	82	112	114	82	81	114
90718178	78	75	110	111	75	74	111
90718183	79	79	111	113	59	58	103
90718207	58	13	83	86	28	27	90
90718222	78	75	110	111	88	87	117
90718225	82	88	115	116	98	98	131
90718268	64	28	91	93	6	6	81
90718273	80	82	112	114	91	90	119
90718280	53	6	77	79	14	13	84
90718303	56	10	81	83	5	5	77
90718305	996	996	996	996	80	 	113
90718306	82	88	115	116	87	86	116
90718311	64	28	91	93	11	10	84
90718394	58	13	83	86	21	20	86
90718398	73	50	103	105	79	78	112
90718940	78	75	110	111	76	75	111
90718981	50	3	73	75	5	4	74
90718989	39	1	58	61	2	1	63
90719275	75	63	106	107	71	70	109
90719930	63	25	90	92	47	45	97
90719934	59	15	85	87	5	5	75
90719937	61	20	87	90	50	49	100
90719938	61	20	87	90	68	67	108
90719939	64	28	91	93	49	48	99
90719972	74	56	104	106	21	20	87
91316152	53	6	77	79	6	6	80
91374970	84	94	118	119	 	 	 
91374975	76	68	107	109	71	70	108
91374977	75	63	106	107	89	88	117
91500014	85	96	119	120	86	85	116
91500119	59	15	85	87	18	17	88
91500186	76	68	107	109	71	70	109
91500226	84	94	118	119	97	96	121
91500238	79	79	111	113	20	18	90
91500373	79	79	111	113	92	92	122
91500411	57	11	82	84	30	29	91
91500833	80	82	112	114	49	48	100
91500977	79	79	111	113	48	47	99
91501350	82	88	115	116	98	98	126
91504088	63	25	90	92	35	33	95
91504104	77	71	108	110	 	 	 
91504224	77	71	108	110	82	81	113
91504341	49	3	71	74	44	43	98
91504485	79	79	111	113	55	54	102
91504629	81	85	114	115	79	78	112
91504686	78	75	110	111	46	45	99
91504702	65	30	93	95	68	67	108
91504729	64	28	91	93	31	29	91
91504929	77	71	108	110	94	94	124
91506146	84	94	118	119	91	90	119
91506147	58	13	83	86	17	16	84
91506304	80	82	112	114	77	76	111
91506305	74	56	104	106	22	21	88
91506330	72	45	102	104	77	76	112
91506392	76	68	107	109	38	36	95
91506443	77	71	108	110	86	85	116
91506487	58	13	83	86	6	5	77
91506727	76	68	107	109	 	 	 
91506790	80	82	112	114	5	5	75
91506894	63	25	90	92	 	 	 
91506902	71	41	100	102	26	25	92
91506935	73	50	103	105	18	17	88
91506944	70	39	99	101	19	17	86
91506946	78	75	110	111	59	58	103
91506955	75	63	106	107	67	66	106
91506993	54	7	78	81	42	41	97
91507010	76	68	107	109	64	62	105
91507116	78	75	110	111	80	79	113
91507316	73	50	103	105	 	 	 
91507851	83	91	116	118	91	91	118
91508025	81	85	114	115	92	92	122
91508026	77	71	108	110	55	54	102
91508123	84	94	118	119	100	100	125
91508169	65	30	93	95	58	57	104
91508381	0	0	7	9	45	44	98
91508387	52	5	75	78	0	0	10
91508439	76	68	107	109	81	80	113
91508526	61	20	87	90	47	46	99
91508766	82	88	115	116	32	31	93
91508836	83	91	116	118	76	75	111
91508862	996	996	996	996	31	 	92
91508873	82	88	115	116	 	 	 
91508944	74	56	104	106	93	92	120
91508948	74	56	104	106	14	13	86
91540058	71	41	100	102	76	75	112
91540215	71	41	100	102	62	61	105
91540453	83	91	116	118	53	52	101
91540457	78	75	110	111	51	50	101
91543707	56	10	81	83	6	5	77
91544201	53	6	77	79	12	11	82
91544202	84	94	118	119	67	66	106
91544204	77	71	108	110	89	88	119
91544302	76	68	107	109	78	76	111
91546074	77	71	108	110	85	84	115
91546574	77	71	108	110	43	42	97
91570095	68	36	96	98	34	33	92
91570110	75	63	106	107	5	4	71
91570129	62	23	89	91	56	54	101
91570187	65	30	93	95	6	5	76
91570210	81	85	114	115	20	19	86
91570291	74	56	104	106	53	52	101
91570412	63	25	90	92	12	11	83
91570425	74	56	104	106	92	91	122
91570497	996	996	996	996	59	 	103
91570523	64	28	91	93	32	31	91
91570524	58	13	83	86	18	17	87
91570525	76	68	107	109	53	51	100
91570528	61	20	87	90	28	27	90
91570553	63	25	90	92	5	4	73
91570597	66	33	94	96	45	44	98
91570614	77	71	108	110	70	69	108
91570621	79	79	111	113	71	70	109
91570692	77	71	108	110	90	89	120
91570823	61	20	87	90	17	16	85
91570829	74	56	104	106	15	14	87
91570928	67	35	95	97	77	76	111
91570986	50	3	73	75	9	8	80
91570993	75	63	106	107	86	85	116
91570997	85	96	119	120	92	91	122
91571005	64	28	91	93	44	43	98
91571014	61	20	87	90	65	64	106
91571116	74	56	104	106	93	93	123
91571155	76	68	107	109	76	74	110
91571214	72	45	102	104	37	35	95
91571218	84	94	118	119	88	87	118
91571310	74	56	104	106	50	49	100
91571379	57	11	82	84	21	20	86
91571467	74	56	104	106	64	62	105
91571560	85	96	119	120	70	70	109
91571601	67	35	95	97	62	61	105
91571605	82	88	115	116	54	53	101
91571610	72	45	102	104	19	18	87
91571677	55	8	79	82	7	6	77
91571706	64	28	91	93	19	18	88
91571707	76	68	107	109	84	84	115
91571807	65	30	93	95	38	37	96
91571812	64	28	91	93	70	69	108
91571817	83	91	116	118	85	85	116
91571876	61	20	87	90	14	13	83
91572001	87	100	122	123	 	 	 
91572040	85	96	119	120	32	31	94
91572063	74	56	104	106	98	98	129
91572076	72	45	102	104	30	29	93
91572117	71	41	100	102	65	63	106
91572122	64	28	91	93	27	26	92
91572128	71	41	100	102	52	51	100
91572145	63	25	90	92	31	30	93
91572183	62	23	89	91	41	40	95
91572190	61	20	87	90	20	19	86
91572195	74	56	104	106	77	76	111
91572204	81	85	114	115	 	 	 
91572214	76	68	107	109	65	64	107
91572221	85	96	119	120	84	83	114
91572222	68	36	96	98	43	42	97
91572229	48	2	70	73	5	5	78
91572288	996	996	996	996	72	 	108
91572292	84	94	118	119	74	72	110
91572297	75	63	106	107	41	40	97
91572321	63	25	90	92	29	28	91
91572328	61	20	87	90	55	54	102
91572346	72	45	102	104	46	45	99
91572369	75	63	106	107	76	75	111
91572373	72	45	102	104	 	 	 
91572381	75	63	106	107	90	89	120
91572385	59	15	85	87	41	40	95
91572387	73	50	103	105	48	46	98
91572389	79	79	111	113	76	74	110
91572396	73	50	103	105	47	45	98
91572408	74	56	104	106	44	42	98
91572442	72	45	102	104	87	86	117
91572462	73	50	103	105	74	73	110
91572471	996	996	996	996	60	 	105
91572841	73	50	103	105	 	 	 
91572868	85	96	119	120	100	100	136
91572900	82	88	115	116	83	82	114
91572918	63	25	90	92	42	40	97
91572964	83	91	116	118	70	69	108
91572980	63	25	90	92	40	38	96
91572981	74	56	104	106	33	32	94
91572986	58	13	83	86	11	10	85
91572989	77	71	108	110	39	38	96
91572999	86	98	120	121	100	99	125
91573016	64	28	91	93	47	45	98
91573031	996	996	996	996	39	 	96
91573099	996	996	996	996	70	 	107
91573234	84	94	118	119	70	68	107
91573248	59	15	85	87	27	26	91
91573253	82	88	115	116	78	77	111
91573254	81	85	114	115	71	70	109
91573258	54	7	78	81	10	9	82
91573259	80	82	112	114	80	79	113
91573291	72	45	102	104	56	55	103
91573310	74	56	104	106	57	56	102
91573320	42	1	62	65	1	1	60
91573323	28	1	44	47	0	0	50
91573329	53	6	77	79	8	7	79
91573334	75	63	106	107	76	74	109
91573395	70	39	99	101	14	13	83
91573414	74	56	104	106	6	6	79
91573417	77	71	108	110	53	51	100
91573419	86	98	120	121	95	94	121
91573491	66	33	94	96	53	52	101
91573708	55	8	79	82	22	21	87
91573811	71	41	100	102	54	53	101
91573902	87	100	122	123	70	68	107
91573926	996	996	996	996	0	 	10
91573940	69	38	98	100	45	44	98
91573944	80	82	112	114	77	75	110
91573948	62	23	89	91	38	37	95
91573955	79	79	111	113	88	87	118
91573956	67	35	95	97	51	50	101
91573958	86	98	120	121	90	89	118
91574121	71	41	100	102	29	27	92
91574143	83	91	116	118	92	91	119
91574231	75	63	106	107	70	68	107
91574308	85	96	119	120	96	95	123
91574337	58	13	83	86	33	32	93
91574399	63	25	90	92	71	70	109
91574504	83	91	116	118	99	99	132
91574594	68	36	96	98	35	34	95
91574632	80	82	112	114	79	78	112
91574688	77	71	108	110	63	62	106
91574694	53	6	77	79	6	5	77
91574696	73	50	103	105	31	29	93
91574816	56	10	81	83	65	64	106
91574915	67	35	95	97	51	50	101
91574916	53	6	77	79	 	 	 
91574923	85	96	119	120	99	99	122
91575065	76	68	107	109	52	51	101
91575076	74	56	104	106	91	91	120
91575077	85	96	119	120	84	83	115
91575083	86	98	120	121	99	98	119
91575085	71	41	100	102	64	63	106
91575094	63	25	90	92	39	38	96
91575099	82	88	115	116	35	33	95
