AID	EREXITST	ERGRADM	ERGRADY
95575946	A	92	9992
95575982	A	5	1998
95575985	F	92	9992
95576034	A	6	1998
95576037	A	6	1997
95576039	A	92	9992
95576041	A	6	1997
95576052	A	6	1997
95576064	A	6	1997
95576091	A	92	9992
95576114	A	5	1996
95576115	A	5	1995
95576158	A	5	1996
95576236	A	6	1997
95576262	A	6	1997
95576307	A	6	1996
95576323	A	6	1998
95576363	A	6	1997
95576414	A	5	1998
95576435	A	6	1996
95576447	G	92	9992
95576471	B	5	1995
95576482	A	6	1997
95576519	A	5	1995
95576759	A	92	9992
95576763	A	6	1997
95576814	A	5	1995
95576815	A	6	1997
95576817	A	5	1996
95576852	A	6	1998
95576898	A	6	1996
95576904	A	6	1995
95577054	A	6	1999
95577061	A	5	1995
95577129	A	92	9992
95577224	A	6	1998
95577228	A	6	1997
95577267	F	92	9992
95577321	A	92	9992
95577363	A	92	9992
95577783	A	6	1995
95577862	A	92	9992
95577884	A	6	1998
95577926	A	5	1997
95577928	A	6	1999
95578006	A	92	9992
95578046	A	6	1998
95578083	F	92	9992
95578106	A	6	1997
95578109	A	6	1995
95578113	A	6	1996
95578126	A	6	1995
95578148	A	6	1997
95578195	A	5	1997
95578196	A	5	1996
95578206	A	6	1998
95578218	A	5	1998
95578234	A	6	1998
95578307	A	92	9992
95578380	I	5	1995
95578413	A	6	1995
95578486	A	5	1997
95578614	A	5	1996
95578642	A	92	9992
95578685	A	5	1996
95578687	A	5	1995
95578741	A	6	1995
95578818	A	6	1996
95578886	A	5	1998
95578894	A	5	1998
95578911	A	6	1995
95578939	A	6	1995
95578948	G	92	9992
95578963	A	5	1996
95578995	A	5	1996
95579175	A	6	1995
95579178	A	5	1998
95579232	A	92	9992
95579237	A	5	1996
95579245	A	6	2000
95579263	A	5	1998
95579276	G	92	9992
95579293	A	5	1996
95579332	A	8	1995
95579379	F	92	9992
95579937	A	5	1997
95579941	A	5	1996
95579943	A	5	1997
95579944	A	5	1997
95579947	A	5	1997
95579960	A	92	9992
95579962	A	5	1997
95579978	A	6	1996
95579982	A	5	1998
95579986	A	5	1997
95579989	A	5	1998
95579994	A	5	1995
95593009	A	6	1996
95593101	A	92	9992
95593202	G	92	9992
95593302	A	6	1997
95593907	A	6	1995
95614178	A	6	1997
95619165	A	6	1996
95619167	A	6	1995
95619465	A	92	9992
95624976	A	6	1998
95646127	A	8	1996
95676729	A	3	1998
95678073	A	6	1997
95678077	A	6	1998
95678275	A	5	1997
95710081	A	6	2000
95710117	A	5	1999
95710158	A	6	1999
95710214	92	92	9992
95710236	G	92	9992
95710285	A	6	1998
95710480	F	92	9992
95710552	A	92	9992
95710589	G	92	9992
95710984	F	92	9992
95711267	A	6	2000
95711366	A	6	1999
95711369	A	92	9992
95711964	A	6	2001
95711978	A	6	1999
95712290	A	5	2000
95712297	A	5	1999
95712312	G	92	9992
95712317	A	5	2000
95712342	A	92	9992
95712398	A	5	2000
95712913	A	5	2000
95712917	A	5	2002
95712945	A	5	1999
95712992	A	5	1999
95713308	A	92	9992
95713335	A	5	1999
95713806	A	92	9992
95714010	A	5	2000
95714020	G	92	9992
95714098	A	6	2000
95714226	A	6	1999
95714281	A	6	1999
95714322	A	6	1999
95714483	A	6	2000
95714841	G	92	9992
95714886	G	92	9992
95714890	A	6	2000
95714891	A	8	2000
95714924	A	6	1999
95715028	A	5	2000
95715097	A	6	1999
95715229	A	92	9992
95715323	G	92	9992
95715327	I	7	2000
95715358	A	5	1999
95715359	92	6	2000
95715368	A	6	1999
95715393	A	6	2000
95715935	A	5	1999
95715937	A	5	1999
95715952	A	92	9992
95715983	G	92	9992
95715986	A	5	2000
95715988	A	5	2000
95716028	A	6	1999
95716087	A	92	9992
95716099	A	10	1998
95716150	A	6	2000
95716191	92	92	9992
95716211	A	92	9992
95716214	G	92	9992
95716234	A	6	2000
95716238	A	6	1999
95716292	A	6	1998
95716339	A	6	2000
95716862	A	6	1999
95716882	G	92	9992
95716891	92	92	9992
95716903	A	6	2000
95716904	A	6	2000
95716906	A	5	1999
95716932	A	6	2000
95716970	A	6	2000
95716973	A	92	9992
95716975	A	6	1999
95716976	A	6	2000
95717168	A	5	1999
95717268	A	92	9992
95717362	A	5	1998
95717364	B	5	1999
95717368	A	92	9992
95717469	F	92	9992
95717861	A	92	9992
95717914	A	92	9992
95717916	A	92	9992
95717919	A	92	9992
95717951	A	6	1999
95717957	A	6	2000
95718107	92	92	9992
95718187	B	5	1999
95718215	A	5	1999
95718216	G	92	9992
95718296	A	92	9992
95718313	A	5	1999
95718387	A	5	1999
95718482	A	5	2000
95718486	B	5	2000
95718684	B	5	2000
95718886	A	5	2000
95718900	A	6	1999
95718908	A	6	1999
95718918	A	5	1999
95718925	A	92	9992
95718926	A	6	1998
95718971	A	92	9992
95719279	A	5	2000
95719932	A	5	2000
95719936	A	92	9992
95719937	A	1	2000
95719973	A	6	1999
95719975	A	92	9992
95719977	A	92	9992
96316056	A	6	2000
96316155	A	6	1999
96316353	A	6	1999
96316453	A	92	9992
96374974	A	6	1999
96374975	A	6	2000
96374976	A	92	9992
96500056	A	6	1995
96500070	A	92	9992
96500182	A	6	1997
96500221	A	6	1997
96500257	A	92	9992
96500282	A	92	9992
96500381	F	92	9992
96500655	A	6	1997
96500658	A	6	1996
96500815	A	5	1997
96500870	A	5	1998
96500920	A	6	2000
96500981	A	6	1995
96501966	A	92	9992
96503202	G	92	9992
96503800	A	5	1998
96503834	A	6	1997
96504102	A	6	1997
96504204	G	92	9992
96504296	A	6	1998
96504341	A	5	1996
96504509	A	6	1995
96504821	A	6	1998
96506041	A	6	1995
96506057	A	6	1997
96506097	A	92	9992
96506122	A	6	1995
96506158	J	92	9992
96506274	A	6	1998
96506282	A	6	1998
96506342	A	6	2000
96506354	A	5	1996
96506359	A	92	9992
96506449	A	6	1999
96506692	A	6	1995
96506790	A	92	9992
96506929	A	6	1996
96506942	A	6	1996
96506967	A	6	1998
96507057	A	92	9992
96508069	A	5	1999
96508532	G	92	9992
96508834	G	92	9992
96508876	A	6	1996
96508947	A	4	1997
96508974	A	6	1995
96540219	A	5	1995
96544206	A	6	1999
96546779	B	5	1995
96570059	A	2	1996
96570072	A	5	1996
96570085	F	92	9992
96570188	A	6	1995
96570213	A	5	1997
96570285	A	6	1995
96570416	A	5	1995
96570418	A	5	1995
96570488	A	6	1997
96570490	A	92	9992
96570520	A	6	1997
96570525	A	6	1998
96570596	A	5	1997
96570612	A	92	9992
96570735	A	6	1997
96570819	A	5	1996
96570870	A	5	1998
96570891	A	5	1998
96571008	A	6	1998
96571013	A	6	1998
96571117	A	6	1997
96571169	A	6	1998
96571211	A	6	1995
96571214	A	6	1999
96571272	A	8	1997
96571311	A	6	1998
96571400	A	6	1999
96571509	A	6	1999
96571565	A	92	9992
96571605	A	6	2000
96571675	G	92	9992
96571709	A	6	1996
96571818	F	92	9992
96571819	A	6	1998
96571859	A	5	1998
96571874	A	92	9992
96571911	A	6	1995
96572003	A	5	1996
96572063	A	92	9992
96572112	A	5	1996
96572166	A	5	1998
96572177	G	92	9992
96572191	A	92	9992
96572196	A	5	1997
96572197	A	5	1995
96572201	A	5	1995
96572224	A	6	1995
96572225	A	92	9992
96572227	A	6	1996
96572260	A	6	1999
96572283	A	5	1999
96572286	F	92	9992
96572289	A	5	1999
96572298	A	5	1996
96572318	A	5	1995
96572319	A	5	1996
96572324	A	92	9992
96572364	A	6	1996
96572365	A	6	1999
96572382	A	5	1999
96572386	92	92	9992
96572387	A	5	2000
96572388	A	6	1995
96572441	A	5	1996
96572463	A	6	1997
96572472	A	5	1998
96572477	A	5	1996
96572565	A	6	1996
96572648	A	5	1995
96572664	A	6	1996
96572870	A	5	1995
96572874	G	92	9992
96572906	A	5	1997
96572909	A	5	1997
96572912	F	92	9992
96572915	G	92	9992
96572916	A	5	1995
96572923	92	92	9992
96572972	A	5	1996
96572976	G	92	9992
96572982	A	5	2000
96572985	A	5	2000
96572995	A	5	1998
96573010	A	6	1996
96573011	G	9	1998
96573014	A	92	9992
96573108	A	6	1996
96573250	A	92	9992
96573253	A	6	1995
96573257	A	5	1997
96573291	A	5	1995
96573390	A	6	1997
96573416	A	6	1995
96573436	A	6	1996
96573699	A	5	1996
96573838	A	6	1997
96573891	A	6	1998
96573941	A	92	9992
96573944	A	92	9992
96573947	A	92	9992
96573948	A	92	9992
96573949	A	6	2000
96573950	A	5	2000
96573952	A	5	1998
96573954	A	5	1999
96573955	A	5	1997
96573957	A	5	1999
96573995	A	6	1997
96573998	A	6	1998
96573999	A	5	1996
96574010	A	6	1997
96574113	A	92	9992
96574198	A	92	9992
96574316	A	6	1997
96574390	A	6	1996
96574411	A	6	1997
96574438	G	92	9992
96574589	A	6	1995
96574590	F	92	9992
96574615	A	6	1997
96574616	A	6	1996
96574632	A	6	1997
96574805	A	6	1996
96575017	A	6	1996
96575056	A	92	9992
96575057	92	6	1996
96575058	A	92	9992
96575066	A	6	1997
96575067	A	6	1997
96575073	A	6	1997
96575074	A	6	1998
96575079	A	6	1998
96575131	A	6	1998
96575156	A	5	1996
96575157	A	92	9992
96575159	F	92	9992
96575171	A	6	1995
96575174	A	6	1997
96575187	A	5	1995
96575210	A	6	1998
96575213	A	6	1996
96575244	A	92	9992
96575247	A	5	1999
96575249	A	5	1995
96575261	A	6	1996
96575280	A	5	1997
96575286	A	5	1998
96575289	A	5	1995
96575295	A	6	1997
96575296	A	6	1997
96575298	A	6	1995
96575306	A	6	1999
96575327	J	92	9992
96575355	A	5	1996
96575384	A	6	1997
96575391	A	6	1995
96575407	A	6	1997
96575428	F	92	9992
96575806	A	6	2000
96575835	A	5	1998
96575862	A	6	1995
96575877	A	6	1998
96575906	A	92	9992
96575926	A	6	1995
96575940	F	92	9992
96575942	A	5	1999
96575944	A	5	1999
96575947	B	5	1997
96575948	G	92	9992
96575949	A	5	1998
96575978	A	6	1995
96575995	A	6	1997
96575996	A	6	1997
96576087	G	92	9992
96576144	A	5	1998
96576167	92	92	9992
96576200	A	6	1996
96576203	A	6	1996
96576212	A	5	1996
96576215	A	5	1998
96576261	A	6	1997
96576267	F	92	9992
96576287	G	92	9992
96576338	A	3	1998
96576430	A	2	1998
96576456	A	6	1998
96576487	G	92	9992
96576497	A	6	1997
96576501	A	92	9992
96576531	A	6	1995
96576632	A	6	1998
96576639	A	9	1998
96576720	A	6	1995
96576723	A	6	1997
96576750	G	92	9992
96576844	A	6	1997
96576865	F	92	9992
96576905	A	92	9992
96576922	A	92	9992
96576994	A	92	9992
96577123	A	6	1997
96577156	A	5	1997
96577222	A	92	9992
96577224	A	92	9992
96577263	A	92	9992
96577284	A	6	1997
96577322	A	92	9992
96577323	A	92	9992
96577324	A	92	9992
96577354	A	92	9992
96577615	A	92	9992
96577686	A	6	1998
96577860	B	5	1997
96577922	A	92	9992
96577928	A	6	1998
96577929	A	6	1997
96577964	A	92	9992
96578080	A	8	1997
96578138	A	6	1995
96578210	A	6	1995
96578239	G	92	9992
96578266	A	5	1996
96578283	A	5	1998
96578284	B	5	1999
96578293	A	5	1998
96578347	A	6	1995
96578410	A	5	1998
96578431	A	92	9992
96578483	A	5	1997
96578484	F	92	9992
96578569	A	92	9992
96578582	A	5	1996
96578598	A	5	1996
96578615	A	6	1996
96578810	A	5	1998
96578839	A	6	1998
96578896	A	5	1996
96578900	A	6	1995
96578942	A	6	1997
96578997	92	92	9992
96579230	A	5	1997
96579236	A	5	1998
96579244	A	5	1997
96579257	A	92	9992
96579261	A	5	2000
96579262	A	5	1999
96579267	A	5	1997
96579268	A	5	2000
96579270	A	6	1997
96579271	A	5	1998
96579296	A	92	9992
96579330	A	5	1995
96579370	A	6	1996
96579376	A	6	1995
96579930	A	5	1996
96579932	A	5	1996
96579935	A	5	1996
96579936	A	5	1997
96579943	A	92	9992
96579944	G	92	9992
96579966	A	5	1995
96579967	G	92	9992
96579968	A	5	2000
96579970	A	5	1998
96579979	A	92	9992
96579980	A	92	9992
96579981	A	5	1996
96579983	A	5	1996
96579986	A	5	1995
96579996	A	5	1995
96608374	A	92	9992
96619061	A	6	1996
96619062	A	6	1996
96619067	A	6	1999
96619364	A	92	9992
96619369	A	6	1999
96619469	A	6	1999
96619661	A	6	1995
96619960	A	6	2000
96624277	92	92	9992
96624973	A	6	1998
96636356	A	6	1995
96646027	A	6	1997
96676122	A	92	9992
96676258	A	6	1995
96676423	F	92	9992
96676455	A	6	1997
96676651	A	6	1998
96676724	A	6	1997
96676757	A	6	1997
96676958	A	6	1995
96678070	A	6	1997
96678278	A	5	1996
96678376	A	6	1997
96678377	A	6	1995
96678471	A	6	1997
96710053	F	92	9992
96710082	G	92	9992
96710094	F	6	2000
96710137	A	5	1999
96710152	A	92	9992
96710217	A	5	1999
96710237	A	5	1999
96710284	A	92	9992
96710311	A	5	1999
96710333	A	12	1998
96710438	A	1	2000
96710470	A	5	1999
96710480	A	6	1998
96710839	A	5	2000
96710888	A	6	1999
96710970	A	5	2000
96711075	A	6	2000
96711162	A	6	1999
96712146	A	92	9992
96712213	A	5	1999
96712215	A	5	1999
96712299	A	5	2000
96712349	A	92	9992
96712372	A	5	1997
96712399	A	8	1999
96712900	A	5	1999
96712905	A	5	1999
96712909	A	5	1999
96712916	G	92	9992
96713094	A	6	1999
96713133	A	5	1999
96713195	A	6	2000
96713202	B	5	1999
96713231	A	5	1999
96713333	A	5	1999
96713338	A	5	2000
96713393	A	6	1999
96713395	A	6	2000
96714020	A	6	1999
96714047	A	92	9992
96714083	B	6	2000
96714216	A	5	2000
96714240	A	92	9992
96714295	A	92	9992
96714325	J	3	1999
96714937	A	6	2000
96715164	A	6	2000
96715221	G	92	9992
96715228	F	92	9992
96715260	A	6	2000
96715281	A	5	2000
96715287	A	5	2000
96715289	A	5	1999
96715355	A	92	9992
96715828	A	92	9992
96715927	G	92	9992
96715930	A	5	1999
96715932	A	6	2000
96715935	G	92	9992
96715938	A	5	1999
96715953	A	92	9992
96715982	A	5	2000
96715986	A	92	9992
96715987	A	5	2000
96716015	A	5	2000
96716089	A	92	9992
96716152	A	6	1999
96716166	A	6	1999
96716334	A	6	2001
96716523	A	92	9992
96716667	A	6	2000
96716903	A	6	1999
96716904	A	92	9992
96716905	A	6	2000
96716910	F	92	9992
96716930	A	92	9992
96716974	A	6	1999
96716975	A	6	1999
96717050	C	6	2000
96717154	A	6	2000
96717160	A	5	1998
96717168	A	5	2000
96717354	A	6	2000
96717911	A	5	2000
96717912	A	92	9992
96717914	A	92	9992
96717915	A	92	9992
96717916	A	5	2000
96718013	I	5	1999
96718041	A	11	1999
96718145	A	6	1999
96718148	A	6	1999
96718172	F	92	9992
96718193	A	6	2000
96718202	92	92	9992
96718207	92	92	9992
96718212	A	7	1999
96718219	A	5	1999
96718224	A	92	9992
96718269	A	5	1997
96718298	A	5	1999
96718385	B	5	1999
96718393	92	92	9992
96718687	B	5	2000
96718945	A	6	1999
96718969	A	92	9992
96719375	A	92	9992
96719930	A	5	1999
96719935	A	5	2000
96719937	A	92	9992
96719939	A	5	1999
97374972	A	6	1999
97374976	A	6	2000
97500221	A	6	1999
97500227	A	6	1999
97500273	A	1	1996
97500519	A	5	1996
97500533	A	6	1997
97500535	A	5	1995
97500639	A	5	1998
97500651	F	92	9992
97500713	A	5	1998
97500756	A	6	1998
97500972	A	92	9992
97503234	A	5	1997
97503407	A	92	9992
97503839	A	9	1995
97504001	A	6	1997
97504107	A	6	1995
97504202	A	6	1999
97504208	A	6	1996
97504304	A	6	1998
97504342	A	5	1997
97504501	A	6	1997
97504523	A	6	1995
97504703	A	6	1996
97506023	A	6	1997
97506047	A	92	9992
97506101	F	92	9992
97506156	A	5	1995
97506329	A	6	1996
97506330	A	6	1998
97506332	A	5	1997
97506336	A	92	9992
97506696	A	6	1996
97506775	A	6	1998
97506841	A	6	2000
97506932	A	6	1995
97506952	92	92	9992
97506999	A	6	1995
97507152	A	92	9992
97507853	A	5	1997
97508073	A	6	1998
97508160	A	5	1996
97508280	G	92	9992
97508283	A	92	9992
97508460	A	92	9992
97508532	A	6	1998
97540051	A	6	1996
97543200	A	92	9992
97543903	A	6	1996
97546478	A	6	1996
97546871	A	6	1997
97548372	A	6	1997
97570088	A	6	1997
97570089	A	6	1995
97570213	A	5	1995
97570231	A	6	1997
97570272	92	92	9992
97570391	A	92	9992
97570454	A	6	1997
97570472	A	10	1996
97570490	A	5	1995
97570523	A	6	1999
97570714	A	5	1998
97570725	A	92	9992
97570817	92	92	9992
97570892	G	92	9992
97570938	A	5	1996
97570992	A	92	9992
97571068	A	6	1998
97571079	F	92	9992
97571100	A	6	2000
97571113	A	6	1997
97571116	A	6	1999
97571200	A	6	1997
97571208	A	6	1999
97571409	A	6	1998
97571509	A	8	1999
97571600	A	6	1996
97571701	A	6	1996
97571707	A	6	1998
97571802	A	6	2000
97571812	A	6	1997
97571818	A	6	1996
97571865	A	6	1995
97571900	A	6	1996
97571960	A	92	9992
97572000	A	5	1996
97572009	A	5	1995
97572043	A	5	1998
97572066	A	6	2000
97572071	A	92	9992
97572076	A	5	1998
97572078	A	5	1998
97572102	A	5	1997
97572142	A	5	1996
97572145	A	5	1996
97572163	A	92	9992
97572191	A	5	1996
97572216	F	92	9992
97572221	92	92	9992
97572266	A	5	1998
97572271	A	5	1998
97572278	A	5	1997
97572282	A	6	1996
97572292	A	92	9992
97572310	G	92	9992
97572313	F	5	1997
97572323	A	92	9992
97572324	A	92	9992
97572362	A	6	1996
97572367	A	6	1997
97572381	A	5	1999
97572387	A	6	1995
97572464	A	6	1998
97572660	F	92	9992
97572860	A	6	1999
97572861	A	6	1995
97572870	A	5	1997
97572914	A	5	1998
97572921	A	92	9992
97572926	A	6	2001
97572947	A	5	1996
97572967	A	6	2000
97572980	A	92	9992
97572996	A	5	1997
97573210	G	9	1993
97573293	A	92	9992
97573295	A	92	9992
97573333	A	6	1998
97573496	A	6	1998
97573612	A	6	1996
97573616	A	6	1995
97573910	A	6	1996
97573916	A	6	2000
97573933	A	6	1995
97573942	A	92	9992
97573943	A	6	1995
97573946	A	92	9992
97573953	A	5	1995
97573954	A	5	1996
97573957	A	5	1997
97574044	G	92	9992
97574089	F	92	9992
97574090	A	6	1996
97574091	F	92	9992
97574102	A	6	1998
97574126	A	5	1996
97574127	A	6	1995
97574142	A	5	1995
97574300	A	6	1999
97574303	A	5	1998
97574406	A	6	1996
97574407	A	6	1996
97574413	A	6	1995
97574419	F	92	9992
97574433	G	92	9992
97574490	A	6	1997
97574498	A	6	1997
97574611	A	92	9992
97574649	A	92	9992
97574703	A	6	1997
97574707	A	6	1996
97574739	G	92	9992
97574815	A	6	1996
97574835	A	12	1997
97574839	A	8	1996
97575020	A	6	1995
97575092	A	6	1996
97575096	A	6	1998
97575130	92	5	1997
97575153	A	5	1996
97575154	A	5	1996
97575155	92	5	1998
97575194	A	6	1996
97575199	A	6	1998
97575219	A	6	1996
97575226	A	6	1997
97575240	A	5	1998
97575254	A	5	1996
97575262	A	6	1995
97575267	A	6	1998
97575287	A	5	1997
97575296	A	6	1996
97575303	A	6	1999
97575312	A	6	1997
97575324	A	92	9992
97575331	A	5	1998
97575335	A	5	1997
97575339	92	5	1997
97575351	92	6	1995
97575356	A	5	1996
97575366	A	6	1997
97575375	A	6	1998
97575398	A	6	1995
97575409	A	6	1995
97575433	92	5	1996
97575463	A	6	1996
97575471	A	6	1996
97575529	A	6	1999
97575800	A	6	1997
97575820	A	5	1996
97575918	A	6	1997
97575924	A	5	1996
97575940	A	5	1998
97575942	A	92	9992
97575946	A	5	1996
97575956	A	92	9992
97575964	A	6	1997
97575987	A	5	1995
97575994	A	6	1995
97575997	A	6	1997
97576061	A	6	1996
97576140	F	92	9992
97576148	G	92	9992
97576261	A	6	1998
97576289	A	6	1997
97576316	A	5	1997
97576367	A	6	1996
97576406	A	6	1995
97576411	A	5	1995
97576448	G	92	9992
97576451	A	5	1995
97576452	A	6	1998
97576486	G	92	9992
97576535	A	6	1995
97576566	A	6	1995
97576594	A	6	1996
97576619	A	5	1995
97576622	A	6	1997
97576635	A	6	1997
97576663	A	6	1995
97576667	A	6	1996
97576673	A	6	1997
97576784	A	6	1998
97576866	A	6	1995
97576913	A	5	1997
97576924	A	92	9992
97577053	A	6	1998
97577068	A	5	1996
97577122	A	6	1995
97577123	A	6	1997
97577127	A	5	2000
97577167	A	5	1996
97577220	A	92	9992
97577226	A	92	9992
97577227	A	92	9992
97577229	A	6	1998
97577322	A	6	1995
97577327	A	6	2000
97577511	A	5	1995
97577588	A	6	1996
97577717	A	5	1996
97577865	A	5	1997
97577922	A	6	1999
97577927	J	6	1997
97577961	A	5	1996
97578005	A	6	1996
97578112	A	5	1997
97578122	A	6	1998
97578132	A	6	1997
97578149	A	6	1997
97578211	A	6	1995
97578219	A	6	1995
97578245	A	6	1998
97578263	A	92	9992
97578290	A	5	1997
97578298	A	5	1997
97578314	A	6	1996
97578317	A	5	1998
97578394	A	5	1998
97578442	A	6	1996
97578482	A	10	1998
97578485	B	5	1995
97578496	A	6	1995
97578524	A	92	9992
97578532	A	6	1995
97578580	A	10	1998
97578585	B	5	1996
97578690	A	5	1997
97578695	92	92	9992
97578812	G	92	9992
97578823	A	92	9992
97578883	I	5	1998
97578905	92	92	9992
97578911	A	5	1998
97578980	A	5	1996
97579232	A	5	1998
97579237	A	5	1995
97579238	A	5	1997
97579263	A	5	1997
97579268	A	5	1999
97579274	A	6	1996
97579279	A	92	9992
97579293	A	5	2000
97579295	A	5	1996
97579298	A	5	1995
97579299	A	92	9992
97579338	A	5	1995
97579935	A	92	9992
97579946	A	5	1998
97579948	A	5	1995
97579960	A	6	1999
97579963	A	5	1999
97579967	A	92	9992
97579986	A	5	1999
97579987	A	5	1996
97579992	A	92	9992
97579996	A	5	1997
97590354	A	5	1998
97606524	A	6	1998
97608170	A	92	9992
97608374	A	6	1999
97608870	A	6	1998
97608972	A	5	1996
97614378	A	6	1996
97614777	A	6	1995
97614875	A	6	1995
97619466	A	6	1998
97619969	A	6	1999
97646225	G	92	9992
97676956	A	6	1998
97678071	A	5	1996
97678274	A	6	1998
97678371	A	6	1997
97678577	A	6	1997
97678678	A	5	1996
97678773	A	5	1996
97710114	G	92	9992
97710115	A	5	2000
97710183	A	10	2001
97710198	A	6	2000
97710215	A	5	1999
97710455	92	92	9992
97710486	F	92	9992
97710657	A	3	1999
97710686	A	6	2000
97710915	A	5	2000
97711065	A	92	9992
97711377	A	92	9992
97712240	A	5	2000
97712279	A	5	2000
97712290	A	5	2000
97712349	A	92	9992
97712972	A	5	1999
97712990	A	5	1999
97712994	A	12	1998
97712995	A	5	1999
97712998	A	5	1999
97712999	A	11	1999
97713039	A	5	2000
97713236	A	92	9992
97713293	A	92	9992
97713607	G	92	9992
97713994	A	6	1999
97714011	A	6	2000
97714018	A	6	2000
97714021	A	6	1999
97714046	A	5	1999
97714097	F	6	1999
97714214	F	92	9992
97714480	A	6	2000
97714894	F	6	1999
97714933	A	6	2000
97714981	B	6	2000
97714991	F	92	9992
97715120	A	92	9992
97715351	A	5	1999
97715354	92	5	1999
97715363	A	6	1999
97715952	F	92	9992
97715953	A	92	9992
97715983	A	5	2000
97715984	A	92	9992
97715986	F	92	9992
97715987	A	5	2000
97715989	A	7	1999
97716065	A	6	1999
97716090	A	6	1998
97716098	A	6	1999
97716153	A	6	2000
97716160	A	5	2000
97716162	A	6	1999
97716216	A	5	1999
97716316	A	5	1999
97716318	A	5	2000
97716335	A	4	2000
97716338	A	6	2000
97716880	A	6	1999
97716884	A	6	2000
97716908	A	6	2000
97716973	A	6	1999
97716975	92	92	9992
97716976	A	6	2000
97716977	A	6	2000
97717059	A	6	2000
97717162	F	92	9992
97717867	A	5	2000
97717958	A	6	1999
97717964	A	5	1999
97718040	A	6	2000
97718048	A	6	2001
97718109	A	6	1999
97718147	A	6	1999
97718185	F	92	9992
97718192	A	6	2000
97718212	A	5	1999
97718215	A	92	9992
97718277	A	6	2000
97718300	92	92	9992
97718314	A	5	1999
97718375	A	6	2000
97718384	F	92	9992
97718886	G	92	9992
97718888	B	5	2000
97718910	I	5	1999
97718940	A	3	1999
97718960	A	5	1999
97718990	A	6	2000
97718993	A	92	9992
97718995	A	5	1999
97719278	A	6	1999
98316359	A	6	1999
98316456	A	92	9992
98500013	G	92	9992
98500035	92	92	9992
98500210	G	92	9992
98500510	A	5	1997
98500631	92	92	9992
98500659	A	6	1996
98500831	A	5	1995
98500910	A	5	1995
98500924	A	92	9992
98500927	A	6	1995
98500988	A	6	1997
98503002	A	8	1997
98503032	A	10	1998
98504005	A	5	1999
98504108	A	6	1998
98504280	A	6	1995
98504304	A	6	1996
98504406	A	92	9992
98504524	A	6	1997
98504600	A	6	2000
98504806	A	6	2000
98504843	A	5	1996
98506073	A	6	1998
98506180	A	6	1995
98506201	A	6	1995
98506355	A	5	1996
98506356	A	6	1998
98506425	A	6	1998
98506629	A	6	1996
98506683	A	6	1996
98506929	92	92	9992
98506942	A	6	1995
98506994	A	6	1995
98506995	A	6	1996
98507316	A	92	9992
98508164	A	92	9992
98508237	G	6	1998
98508239	A	6	1998
98508322	A	6	1995
98508421	A	92	9992
98508823	A	92	9992
98508975	A	92	9992
98508984	B	5	1996
98540352	A	2	1996
98540752	A	92	9992
98544206	A	6	1999
98546321	A	92	9992
98570080	A	6	1996
98570122	A	92	9992
98570139	92	92	9992
98570232	G	92	9992
98570233	A	5	1995
98570237	A	6	1997
98570271	A	5	1997
98570385	A	6	1997
98570388	A	6	1995
98570399	A	5	1998
98570423	A	6	1996
98570894	A	92	9992
98570896	A	5	1997
98570899	A	5	1995
98570914	A	5	1995
98570920	A	6	1998
98570923	A	92	9992
98571012	A	6	2000
98571014	A	6	1995
98571071	F	92	9992
98571107	A	6	1998
98571252	A	92	9992
98571272	A	6	1998
98571311	A	5	1996
98571319	A	6	1996
98571355	A	5	1997
98571400	A	6	1998
98571407	A	92	9992
98571605	A	6	1995
98571669	A	6	1995
98571878	A	92	9992
98571910	A	6	1997
98571911	A	6	1996
98571917	A	6	1997
98571963	A	92	9992
98571971	A	6	1996
98572077	A	5	1996
98572163	A	6	2000
98572171	A	5	1997
98572173	A	5	1996
98572261	A	6	1997
98572266	A	6	1997
98572281	A	6	2000
98572283	A	6	1995
98572287	A	6	1996
98572288	A	92	9992
98572291	A	5	1996
98572348	A	5	1997
98572360	A	6	2000
98572362	A	6	1997
98572368	A	6	1995
98572373	A	5	1996
98572377	A	92	9992
98572379	A	5	1996
98572448	A	5	1995
98572808	A	92	9992
98572909	A	5	1996
98572910	A	5	1997
98572913	A	5	1997
98572922	A	92	9992
98572926	A	92	9992
98572927	A	6	1996
98572928	92	92	9992
98572980	A	6	1995
98572981	A	6	1995
98572983	A	6	1996
98572984	A	5	2000
98572985	A	5	1999
98572999	F	92	9992
98573017	A	6	1996
98573019	A	6	1998
98573097	A	92	9992
98573112	A	5	1999
98573213	A	6	1996
98573411	A	6	1999
98573530	A	6	1998
98573892	A	5	1996
98573943	A	6	1997
98573955	A	5	1996
98573956	A	5	1998
98573959	G	92	9992
98574034	A	11	1998
98574106	A	7	1999
98574193	A	1	1997
98574218	F	92	9992
98574230	G	92	9992
98574296	A	6	1997
98574339	A	92	9992
98574387	A	6	1999
98574399	A	6	1998
98574485	A	6	1998
98574491	A	6	1996
98574498	A	92	9992
98574636	A	92	9992
98574640	A	12	1998
98574727	A	1	1997
98574787	B	6	1998
98574806	A	6	1995
98574900	A	6	1995
98574906	A	6	1998
98574941	A	5	1997
98575036	A	5	1996
98575103	A	6	1999
98575113	A	6	1997
98575122	A	6	1995
98575128	A	92	9992
98575150	A	92	9992
98575157	A	92	9992
98575165	A	92	9992
98575175	A	6	1996
98575180	A	92	9992
